ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;% Além da linha de costa;Grupo;PI;US;Recortes (ha);Lei da Mata Atlântica;Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Amazônia Legal;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Sobreposição com TI ou TQ;Biomas Abrangidos;Região;Presente na versão anterior;Diferença Área;Razão Diferença Área;Qualidade dos dados georreferenciados;Data da última certificação dos dados pelo Órgão Gestor
67;0000.00.0067;;ESTAÇÃO ECOLÓGICA DO JARI;Federal;Estação Ecológica;Category Ia;AP, PA;1984;Decreto 87092 de 12/04/1982;Ampliação: Decreto 89.440 de 13/03/1984;ALMEIRIM (PA) - LARANJAL DO JARI (AP);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;231112,4673;231.112;207.370;;231112,4673;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;;0;0;0;;Programa ARPA;;;;;;;;1;-3,78E-10;;Polígono corresponde ao memorial descritivo;segunda-feira, 1 de fevereiro de 2016
70;0000.00.0070;;ESTAÇÃO ECOLÓGICA DO TAIM;Federal;Estação Ecológica;Category Ia;RS;2017;Decreto nº 92.963 de 21/07/1986;Ampliação: Decreto S/N de 05/06/2017;RIO GRANDE (RS) - SANTA VITÓRIA DO PALMAR (RS);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;32806,01119;32.806;10.939;;0;0;0;0;32.806;0;0;Pampa;0;Proteção Integral;1;0;;;0;1;1;;;;ESEC Taim;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 13 de setembro de 2023
71;0000.00.0071;;ESTAÇÃO ECOLÓGICA DOS TUPINIQUINS;Federal;Estação Ecológica;Category Ia;SP;1986;Decreto 92964 de 21/07/1986;Sem informação.;CANANÉIA (SP) - ITANHAÉM (SP) - PERUÍBE (SP);Sim;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1727,714845;31;43;;0;0;0;31;0;0;1.697;Área Marinha;0,982130659;Proteção Integral;1;0;;;1;1;1;;;;;Litoral de São Paulo;RB - Cinturão Verde da Cidade de São Paulo, RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;quinta-feira, 27 de setembro de 2007
89;0000.00.0089;;FLORESTA NACIONAL DE CAXIUANÃ;Federal;Floresta;Category VI;PA;1961;Decreto 239 de 28/11/1961;Sem informação.;GURUPÁ (PA) - MELGAÇO (PA) - PORTEL (PA) - PORTO DE MOZ (PA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;317948,6241;317.949;200.000;;317948,6241;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;;;;;;1;1,75E-10;;Polígono corresponde ao memorial descritivo;terça-feira, 25 de setembro de 2007
91;0000.00.0091;;FLORESTA NACIONAL DE GOYTACAZES;Federal;Floresta;Category VI;ES;2012;Decreto S/N de 28/11/2002;Ampliação: Decreto S/N de 05/06/2012;LINHARES (ES);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1425,655045;1.426;1.350;;0;0;0;1.426;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;Foz do Rio Doce;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 24 de setembro de 2007
100;0000.00.0100;;FLORESTA NACIONAL DE NÍSIA FLORESTA;Federal;Floresta;Category VI;RN;2001;Decreto S/N de 27/09/2001;Sem informação.;NÍSIA FLORESTA (RN);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;168,8461208;169;174;;0;0;0;169;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono é uma estimativa dos limites da UC;terça-feira, 30 de janeiro de 2024
113;0000.00.0113;;FLORESTA NACIONAL DE AMAPÁ;Federal;Floresta;Category VI;AP;1989;Decreto 97630 de 10/04/1989;Sem informação.;AMAPÁ (AP) - CALÇOENE (AP) - FERREIRA GOMES (AP) - PORTO GRANDE (AP) - PRACUÚBA (AP) - SERRA DO NAVIO (AP) - TARTARUGALZINHO (AP);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;460360,9022;460.361;412.000;;460360,9022;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;;;;Oeste do Amapá e Norte do Pará;;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 27 de abril de 2011
122;0000.00.0122;;FLORESTA NACIONAL DE RIO PRETO;Federal;Floresta;Category VI;ES;1990;Decreto 98845 de 17/01/1990;Sem informação.;CONCEIÇÃO DA BARRA (ES);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2817,37215;2.817;2.830;;0;0;0;2.817;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 1 de agosto de 2014
127;0000.00.0127;;FLORESTA NACIONAL DE MÁRIO XAVIER;Federal;Floresta;Category VI;RJ;1986;Decreto 93369 de 08/10/1986;Sem informação.;SEROPÉDICA (RJ);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;495,9851853;496;493;;0;0;0;496;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 25 de setembro de 2007
132;0000.00.0132;;FLORESTA NACIONAL DA RESTINGA DE CABEDELO;Federal;Floresta;Category VI;PB;2004;Decreto S/N de 02/06/2004;Sem informação.;CABEDELO (PB) - JOÃO PESSOA (PB);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;114,6205121;115;103;;0;0;0;115;0;0;0;Mata Atlântica;0;Uso Sustentável;0;1;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 26 de setembro de 2007
140;0000.00.0140;;PARQUE NACIONAL DA LAGOA DO PEIXE;Federal;Parque;Category II;RS;1986;Decreto nº 93.546 de 06/11/1986;Sem informação.;MOSTARDAS (RS) - TAVARES (RS);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;36716,09101;32.486;34.400;;0;0;0;0;32.486;0;4.230;Pampa;0,115218918;Proteção Integral;1;0;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;PARNA Lagoa do Peixe;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 18 de julho de 2023
141;0000.00.0141;;PARQUE NACIONAL RESTINGA DE JURUBATIBA;Federal;Parque;Category II;RJ;1998;Decreto 29/04/07 de 29/04/1998;Sem informação.;CARAPEBUS (RJ) - MACAÉ (RJ) - QUISSAMÃ (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;14919,66087;14.752;14.863;;0;0;0;14.752;0;0;168;Mata Atlântica;0,011266022;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;1,82E-12;;Polígono corresponde ao memorial descritivo;quinta-feira, 27 de setembro de 2007
142;0000.00.0142;;PARQUE NACIONAL DA SERRA DA BOCAINA;Federal;Parque;Category II;RJ, SP;1972;Decreto 68.172 de 04/02/1971;Redução: Decreto 70.694 de 08/06/1972;ANGRA DOS REIS (RJ) - AREIAS (SP) - CUNHA (SP) - PARATY (RJ) - SÃO JOSÉ DO BARREIRO (SP) - UBATUBA (SP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;106566,3916;106.407;134.000;;0;0;0;106.407;0;0;160;Mata Atlântica;0,001497075;Proteção Integral;1;0;;;1;1;1;;;Parati e Ilha Grande (Misto);;Bocaina;RB - Mt Atlântica;;;;1;2,33E-10;;Polígono corresponde ao memorial descritivo;terça-feira, 4 de dezembro de 2007
147;0000.00.0147;;PARQUE NACIONAL DA SERRA DE ITABAIANA;Federal;Parque;Category II;SE;2005;Decreto S/N de 15/06/2005;Sem informação.;AREIA BRANCA (SE) - CAMPO DO BRITO (SE) - ITABAIANA (SE) - ITAPORANGA D'AJUDA (SE) - LARANJEIRAS (SE) - MALHADOR (SE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;8024,844831;8.025;8.030;;0;1;0;8.024;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 29 de novembro de 2007
152;0000.00.0152;;PARQUE NACIONAL DA SERRA DOS ÓRGÃOS;Federal;Parque;Category II;RJ;2022;Decreto 1822 de 30/11/1939;Revisão dos limites: Decreto 90.023 de 02/08/1984 - Ampliação: Decreto S/N de 13/09/2008 - Revisão dos limites: Decreto Lei 14516 de 29/12/2022;GUAPIMIRIM (RJ) - MAGÉ (RJ) - PETRÓPOLIS (RJ) - TERESÓPOLIS (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;19850,29996;19.850;10.527;;0;0;0;19.850;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;Mata Atlântica Central Fluminense;RB - Mt Atlântica;;;;1;-170,4619871;;Polígono corresponde ao memorial descritivo;quarta-feira, 11 de outubro de 2023
154;0000.00.0154;;PARQUE NACIONAL DA TIJUCA;Federal;Parque;Category II;RJ;2004;Decreto 50923 de 06/07/1961;Alteração de nome: Decreto 60.183 de 08/02/1967 - Revisão dos limites: Decreto 70.186 de 23/02/1972 - Ampliação: Decreto S/N de 03/06/2004;RIO DE JANEIRO (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3958,525241;3.959;3.200;;0;0;0;3.959;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;Rio de Janeiro, paisagens cariocas entre a montanha e o mar (cultural);;Carioca;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 23 de abril de 2010
162;0000.00.0162;;PARQUE NACIONAL DE JERICOACOARA;Federal;Parque;Category II;CE;2007;Decreto S/N de 04/02/2002;Revisão dos limites: Lei ordinária 11486 de 15/06/2007;CRUZ (CE) - JIJOCA DE JERICOACOARA (CE);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;8855,423633;6.618;8.416;;0;6.618;0;0;0;0;2.237;Caatinga;0,252635;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 29 de novembro de 2007
164;0000.00.0164;;PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;Federal;Parque;Category II;PR;2001;Lei ordinária 10227 de 23/05/2001;Sem informação.;GUARATUBA (PR) - MATINHOS (PR) - MORRETES (PR) - PARANAGUÁ (PR);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;24352,39816;24.352;25.000;;0;0;0;24.352;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;Litoral de São Paulo;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 7 de fevereiro de 2012
169;0000.00.0169;;PARQUE NACIONAL DO CABO ORANGE;Federal;Parque;Category II;AP;1980;Decreto 84913 de 15/07/1980;Sem informação.;CALÇOENE (AP) - OIAPOQUE (AP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;657335,9878;443.015;619.000;;443015,1672;0;0;0;0;0;214.321;Amazônia;0,326044557;Proteção Integral;1;0;;;1;1;1;;Programa ARPA;;PARNA  Cabo Orange;;;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 5 de fevereiro de 2016
171;0000.00.0171;;PARQUE NACIONAL DO DESCOBRIMENTO;Federal;Parque;Category II;BA;2012;Decreto s/n de 20/04/1999;Ampliação: Decreto S/N de 05/06/2012;PRADO (BA);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;22694,39097;22.694;21.145;;0;0;0;22.694;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;Costa do Descobrimento;;Extremo Sul da Bahia;RB - Mt Atlântica;;;;1;5,09E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 27 de setembro de 2007
176;0000.00.0176;;PARQUE NACIONAL PAU BRASIL;Federal;Parque;Category II;BA;2010;Decreto s/n de 20/04/1999;Ampliação: Decreto S/Nº de 11/06/2010;PORTO SEGURO (BA);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;18934,55308;18.935;11.538;;0;0;0;18.935;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;Costa do Descobrimento;;Extremo Sul da Bahia;RB - Mt Atlântica;;;;1;-2,18E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 15 de julho de 2010
178;0000.00.0178;;PARQUE NACIONAL DO SUPERAGUI;Federal;Parque;Category II;PR;1997;Decreto nº 97.688 de 25/04/1989;Ampliação: Lei ordinária nº 9.513 de 20/11/1997;GUARAQUEÇABA (PR);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;33860,63032;33.695;21.400;;0;0;0;33.695;0;0;166;Mata Atlântica;0,004905084;Proteção Integral;1;0;;;1;1;1;;;Reservas do Sudeste da Mata Atlântica;;Litoral de São Paulo;RB - Mt Atlântica;;;;1;1,46E-11;;Polígono corresponde ao memorial descritivo;sexta-feira, 23 de junho de 2023
180;0000.00.0180;;PARQUE NACIONAL DOS LENÇÓIS MARANHENSES;Federal;Parque;Category II;MA;1981;Decreto 86.060 de 02/06/1981;Sem informação.;BARREIRINHAS (MA) - PRIMEIRA CRUZ (MA) - SANTO AMARO DO MARANHÃO (MA);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;157174,8427;146.916;155.000;;181,3667723;0;146.735;0;0;0;10.258;Cerrado;0,065267144;Proteção Integral;1;0;;;1;1;1;;;;Estuário do Amazonas e seus Manguezais (Regional);;;;;;1;611,2896629;;Polígono corresponde ao memorial descritivo;sexta-feira, 10 de novembro de 2023
182;0000.00.0182;;PARQUE NACIONAL DO MONTE PASCOAL;Federal;Parque;Category II;BA;2000;Decreto 242 de 29/11/1961;Alteração de nome: Decreto 3.421 de 20/04/2000;PORTO SEGURO (BA) - PRADO (BA);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;22239,83183;22.188;22.500;;0;0;0;22.188;0;0;52;Mata Atlântica;0,002317778;Proteção Integral;1;0;;;1;1;1;;;Costa do Descobrimento;;Extremo Sul da Bahia;RB - Mt Atlântica;;;;1;2,91E-11;;Polígono corresponde ao memorial descritivo;sexta-feira, 28 de setembro de 2007
185;0000.00.0185;;PARQUE NACIONAL MARINHO DOS ABROLHOS;Federal;Parque;Category II;BA;1983;Decreto 88218 de 06/04/1983;Sem informação.;ALCOBAÇA (BA) - CARAVELAS (BA);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;87954,68663;64;91.255;;0;0;0;64;0;0;87.891;Área Marinha;0,999271166;Proteção Integral;1;0;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;Abrolhos;;RB - Mt Atlântica;;;;1;1,46E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 29 de novembro de 2007
186;0000.00.0186;;PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;Federal;Parque;Category II;PE;1988;Decreto 96693 de 14/10/1988;Sem informação.;FERNANDO DE NORONHA (PE);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;10932,67586;1.169;11.270;;0;0;0;1.169;0;0;9.764;Área Marinha;0,893108209;Proteção Integral;1;0;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;Ilhas Atlânticas Brasileiras;Arquipélago de Fernando de Noronha;;RB - Mt Atlântica;;;;1;1,82E-12;;Polígono corresponde ao memorial descritivo;quinta-feira, 29 de novembro de 2007
187;0000.00.0187;;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE;Federal;Parque;Category II;AP, PA;2002;Decreto S/N de 22/08/2002;Sem informação.;ALMEIRIM (PA) - CALÇOENE (AP) - LARANJAL DO JARI (AP) - OIAPOQUE (AP) - SERRA DO NAVIO (AP);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;3828123,76;3.828.124;3.867.000;;3828123,76;0;0;0;0;0;0;Amazônia;0;Proteção Integral;1;0;;;0;1;1;;Programa ARPA;;;Oeste do Amapá e Norte do Pará;;;;;1;4,19E-09;;Polígono corresponde ao memorial descritivo;quarta-feira, 24 de fevereiro de 2016
195;0000.00.0195;;RESERVA BIOLÓGICA DE COMBOIOS;Federal;Reserva Biológica;Category Ia;ES;1984;Decreto 90222 de 25/09/1984;Sem informação.;ARACRUZ (ES) - LINHARES (ES);Sim;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;784,7335347;779;4.000;;0;0;0;779;0;0;6;Mata Atlântica;0,007419193;Proteção Integral;1;0;;;1;1;1;;;;;Foz do Rio Doce;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 30 de novembro de 2007
196;0000.00.0196;;RESERVA BIOLÓGICA GUARIBAS;Federal;Reserva Biológica;Category Ia;PB;1990;Decreto 98884 de 25/01/1990;Sem informação.;MAMANGUAPE (PB) - RIO TINTO (PB);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4051,676909;4.052;4.321;;0;41;0;4.010;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;5,00E-12;;Polígono corresponde ao memorial descritivo;sexta-feira, 30 de novembro de 2007
198;0000.00.0198;;RESERVA BIOLÓGICA DE SALTINHO;Federal;Reserva Biológica;Category Ia;PE;1983;Decreto 88.744 de 21/09/1983;Sem informação.;RIO FORMOSO (PE) - TAMANDARÉ (PE);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;562,5753572;563;548;;0;0;0;563;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 29 de dezembro de 2023
199;0000.00.0199;;RESERVA BIOLÓGICA DE SANTA ISABEL;Federal;Reserva Biológica;Category Ia;SE;1988;Decreto 96999 de 20/10/1988;Sem informação.;PACATUBA (SE) - PIRAMBU (SE);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;4110,530586;3.867;2.766;;0;0;0;3.867;0;0;243;Mata Atlântica;0,059174198;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;segunda-feira, 10 de novembro de 2014
201;0000.00.0201;;RESERVA BIOLÓGICA DE SOORETAMA;Federal;Reserva Biológica;Category Ia;ES;1982;Decreto 87588 de 20/09/1982;Sem informação.;JAGUARÉ (ES) - LINHARES (ES) - SOORETAMA (ES) - VILA VALÉRIO (ES);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;27858,95303;27.859;24.000;;0;0;0;27.859;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;Costa do Descobrimento;;Foz do Rio Doce;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 28 de setembro de 2007
202;0000.00.0202;;RESERVA BIOLÓGICA DE UNA;Federal;Reserva Biológica;Category Ia;BA;2007;Decreto 85463 de 10/12/1980;Ampliação: Decreto s/n de 21/12/2007;UNA (BA);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;18725,04461;18.725;11.400;;0;0;0;18.725;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;Costa do Descobrimento;;;RB - Mt Atlântica;;;;1;-3,64E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 25 de março de 2010
203;0000.00.0203;;RESERVA BIOLÓGICA ATOL DAS ROCAS;Federal;Reserva Biológica;Category Ia;RN;1979;Decreto 83549 de 05/06/1979;Sem informação.;NATAL (RN);Sim;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;35187,01935;715;36.249;;0;0;0;715;0;0;34.472;Área Marinha;0,979670887;Proteção Integral;1;0;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;Ilhas Atlânticas Brasileiras;REBIO Atol das Rocas;;RB - Mt Atlântica;;;;1;-1,46E-11;;Polígono corresponde ao memorial descritivo;quinta-feira, 27 de setembro de 2007
205;0000.00.0205;;RESERVA BIOLÓGICA DO CÓRREGO GRANDE;Federal;Reserva Biológica;Category Ia;BA, ES;1989;Decreto 97657 de 12/04/1989;Sem informação.;CONCEIÇÃO DA BARRA (ES) - MUCURI (BA);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;1503,702752;1.504;1.504;;0;0;0;1.504;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;sexta-feira, 28 de setembro de 2007
209;0000.00.0209;;RESERVA BIOLÓGICA DO LAGO PIRATUBA;Federal;Reserva Biológica;Category Ia;AP;1984;Decreto 84.914 de 16/07/1980;Revisão dos limites: Decreto 89.932 de 10/07/1984;AMAPÁ (AP) - PRACUÚBA (AP) - TARTARUGALZINHO (AP);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;392473,8504;389.860;395.000;;389859,8751;0;0;0;0;0;2.614;Amazônia;0,006660254;Proteção Integral;1;0;;;1;1;1;;Programa ARPA;;Estuário do Amazonas e seus Manguezais (Regional);;;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 3 de março de 2016
212;0000.00.0212;;RESERVA BIOLÓGICA DO TINGUÁ;Federal;Reserva Biológica;Category Ia;RJ;1989;Decreto 97780 de 23/05/1989;Sem informação.;DUQUE DE CAXIAS (RJ) - MIGUEL PEREIRA (RJ) - NOVA IGUAÇU (RJ) - PETRÓPOLIS (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;24813,21219;24.813;24.902;;0;0;0;24.813;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;Mata Atlântica Central Fluminense;RB - Mt Atlântica;;;;1;2,81E-06;;Polígono corresponde ao memorial descritivo;sexta-feira, 28 de julho de 2017
214;0000.00.0214;;RESERVA BIOLÓGICA MARINHA DO ARVOREDO;Federal;Reserva Biológica;Category Ia;SC;1990;Decreto 99.142 de 12/03/1990;Sem informação.;BOMBINHAS (SC) - FLORIANÓPOLIS (SC) - GOVERNADOR CELSO RAMOS (SC);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;17105,28554;357,4124049;17600;;0;0;0;357,4124049;0;0;16747,87314;Área Marinha;0,979105148;Proteção Integral;1;0;;;1;1;1;;;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 27 de setembro de 2007
217;0000.00.0217;;RESERVA BIOLÓGICA UNIÃO;Federal;Reserva Biológica;Category Ia;RJ;2017;Decreto s/n de 22/04/1998;Ampliação: Decreto S/N de 05/06/2017;CASIMIRO DE ABREU (RJ) - MACAÉ (RJ) - RIO DAS OSTRAS (RJ);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;7756,724481;7.757;2.548;;0;0;0;7.757;0;0;0;Mata Atlântica;0;Proteção Integral;1;0;;;0;1;1;;;;;Mico-Leão-Dourado;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quinta-feira, 3 de agosto de 2023
218;0000.00.0218;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DE ITATUPÃ-BAQUIÁ;Federal;Reserva de Desenvolvimento Sustentável;Category VI;PA;2005;Decreto S/N de 14/06/2005;Sem informação.;GURUPÁ (PA);Sim;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;64442,0818;64.442;64.735;;64442,0818;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;Programa ARPA;;Estuário do Amazonas e seus Manguezais (Regional);;;;;;1;0;;Polígono corresponde ao memorial descritivo;terça-feira, 8 de agosto de 2023
223;0000.00.0223;;RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO;Federal;Reserva Extrativista;Category VI;PA;2002;Decreto S/N de 16/12/2002;Sem informação.;SANTARÉM NOVO (PA);Não;Sim;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;2783,179451;2.783;2.785;;2783,179451;0;0;0;0;0;0;Amazônia;0;Uso Sustentável;0;1;;;0;1;1;;Programa ARPA;;Estuário do Amazonas e seus Manguezais (Regional);;;;;;1;-3,70E-06;;Polígono corresponde ao memorial descritivo;terça-feira, 15 de agosto de 2023
225;0000.00.0225;;RESERVA EXTRATIVISTA MARINHA DO DELTA DO PARNAIBA;Federal;Reserva Extrativista;Category VI;MA, PI;2000;Decreto S/N de 16/11/2000;Sem informação.;ÁGUA DOCE DO MARANHÃO (MA) - ILHA GRANDE (PI);Não;Não;INSTITUTO CHICO MENDES DE CONSERVAÇÃO DA BIODIVERSIDADE;1;27022,08794;26.976;27.021;;0;695;26.281;0;0;0;46;Cerrado;0,001714723;Uso Sustentável;0;1;;;1;1;1;;GEF Mar-Áreas Marinhas e Costeiras Protegidas;;;;RB - Mt Atlântica;;;;1;0;;Polígono corresponde ao memorial descritivo;quarta-feira, 26 de setembro de 2007
