ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;Grupo;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Biomas Abrangidos
152;0000.00.0152;;PARQUE NACIONAL DA SERRA DOS ORGÃOS;Federal;Parque;Category II;RJ;1939;2008;Decreto 1822 de 30/11/1939;"Ampliação - Decreto S/N de 13/09/2008;Revisão dos limites - Decreto 90023 de 02/08/1984;";Teresópolis (RJ), Petrópolis (RJ), Magé (RJ), Guapimirim (RJ);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;20.021;20.021;10527;;0;0;0;20.021;0;0;0;Mata Atlântica;PI;;0;1;1;;;;Mosaico Mata Atlântica Central Fluminense;RB - Mata Atlântica;Mata Atlântica
154;0000.00.0154;;PARQUE NACIONAL DA TIJUCA;Federal;Parque;Category II;RJ;1961;2004;Decreto 50923 de 06/07/1961;"Revisão dos limites - Decreto 70186 de 23/02/1972;Alteração de nome - Decreto 60183 de 08/02/1967;Ampliação - Decreto S/N de 03/06/2004;";Rio de Janeiro (RJ);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;3.958;3.958;3200;;0;0;0;3.958;0;0;0;Mata Atlântica;PI;;0;1;1;;;;Mosaico Carioca;RB - Mata Atlântica;Mata Atlântica
162;0000.00.0162;;PARQUE NACIONAL DE JERICOACOARA;Federal;Parque;Category II;CE;2002;2007;Decreto S/N de 04/02/2002;"Revisão dos limites - Lei ordinária 11486 de 15/06/2007;";Jijoca de Jericoacoara (CE), Cruz (CE);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;8.863;6.507;8416;;0;6.507;0;0;0;0;2.356;Marinho;PI;;1;1;1;;;;;RB - Mata Atlântica;Caatinga, Área Marinha
164;0000.00.0164;;PARQUE NACIONAL DE SAINT-HILAIRE/LANGE;Federal;Parque;Category II;PR;2001;2001;Lei ordinária 10227 de 23/05/2001;;Guaratuba (PR), Matinhos (PR), Morretes (PR), Paranaguá (PR);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;24.352;24.352;25000;;0;0;0;24.352;0;0;0;Mata Atlântica;PI;;0;1;1;;;;Mosaico do Litoral de São Paulo e Paraná (Lagamar);RB - Mata Atlântica;Mata Atlântica
169;0000.00.0169;;PARQUE NACIONAL DO CABO ORANGE;Federal;Parque;Category II;AP;1980;1980;Decreto 84913 de 15/07/1980;;Calçoene (AP), Oiapoque (AP);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;657.328;441.886;619000;;441.886;0;0;0;0;0;215.442;Amazônia;PI;;1;1;1;ARPA;;Sítios Ramsar;;;Amazônia, Área Marinha
171;0000.00.0171;;PARQUE NACIONAL DO DESCOBRIMENTO;Federal;Parque;Category II;BA;1999;2012;Decreto s/n de 20/04/1999;"Ampliação - Decreto S/N de 05/06/2012;";Prado (BA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;22.694;22.694;21145;;0;0;0;22.694;0;0;0;Mata Atlântica;PI;;0;1;1;;Reservas de Mata Atlântica da Costa do Descobrimento (natural);;Mosaico Extremo Sul da Bahia;RB - Mata Atlântica;Mata Atlântica
176;0000.00.0176;;PARQUE NACIONAL PAU BRASIL;Federal;Parque;Category II;BA;1999;2010;Decreto S/N de 20/04/1999;"Ampliação - Decreto S/Nº de 11/06/2010;";Porto Seguro (BA);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;18.934;18.934;11538;;0;0;0;18.934;0;0;0;Mata Atlântica;PI;;0;1;1;;Reservas de Mata Atlântica da Costa do Descobrimento (natural);;Mosaico Extremo Sul da Bahia;RB - Mata Atlântica;Mata Atlântica
178;0000.00.0178;;PARQUE NACIONAL DO SUPERAGUI;Federal;Parque;Category II;PR;1989;1997;Decreto 97688 de 25/04/1989;"Ampliação - Lei ordinária 9513 de 20/11/1997;";Guaraqueçaba (PR);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;33.860;33.680;21400;;0;0;0;33.680;0;0;180;Marinho;PI;;1;1;1;;Reservas de Mata Atlântica do Sudeste (natural);;Mosaico do Litoral de São Paulo e Paraná (Lagamar);RB - Mata Atlântica;Mata Atlântica, Área Marinha
180;0000.00.0180;;PARQUE NACIONAL DOS LENÇOIS MARANHENSES;Federal;Parque;Category II;MA;1981;1981;Decreto 86060 de 02/06/1981;;Primeira Cruz (MA), Barreirinhas (MA);Sim;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;156.562;145.896;155000;;173;0;145.723;0;0;0;10.666;Marinho;PI;;1;1;1;;;Sítios Ramsar;;;Amazônia, Cerrado, Área Marinha
182;0000.00.0182;;PARQUE NACIONAL DO MONTE PASCOAL;Federal;Parque;Category II;BA;1961;2000;Decreto 242 de 29/11/1961;"Alteração de nome - Decreto 3421 de 20/04/2000;";Porto Seguro (BA), Prado (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;22.240;22.134;22500;;0;0;0;22.134;0;0;106;Mata Atlântica;PI;;1;1;1;;Reservas de Mata Atlântica da Costa do Descobrimento (natural);;Mosaico Extremo Sul da Bahia;RB - Mata Atlântica;Mata Atlântica, Área Marinha
185;0000.00.0185;;PARQUE NACIONAL MARINHO DOS ABROLHOS;Federal;Parque;Category II;BA;1983;1983;Decreto 88218 de 06/04/1983;;Alcobaça (BA), Caravelas (BA);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;87.954;64;91255;;0;0;0;64;0;0;87.890;Marinho;PI;;1;1;1;GEF Mar;;Sítios Ramsar;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
186;0000.00.0186;;PARQUE NACIONAL MAR. DE FERNANDO DE NORONHA;Federal;Parque;Category II;PE;1988;1988;Decreto 96693 de 14/10/1988;;Fernando de Noronha (PE);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;10.933;1.169;11270;;0;0;0;1.169;0;0;9.764;Marinho;PI;;1;1;1;GEF Mar;Ilhas Atlânticas Brasileiras: Reservas de Fernando de Noronha e Atol das Rocas (natural);Sítios Ramsar;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
187;0000.00.0187;;PARQUE NACIONAL MONTANHAS DO TUMUCUMAQUE;Federal;Parque;Category II;AP, PA;2002;2002;Decreto S/N de 22/08/2002;;Laranjal do Jari (AP), Serra do Navio (AP), Oiapoque (AP), Calçoene (AP), Almeirim (PA);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;3.827.788;3.827.788;3867000;;3.827.788;0;0;0;0;0;0;Amazônia;PI;;0;1;1;ARPA;;;Mosaico do Oeste do Amapá e Norte do Pará;;Amazônia
195;0000.00.0195;;RESERVA BIOLÓGICA DE COMBOIOS;Federal;Reserva Biológica;Category Ia;ES;1984;1984;Decreto 90222 de 25/09/1984;;Aracruz (ES), Linhares (ES);Sim;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;785;784;4000;;0;0;0;784;0;0;1;Mata Atlântica;PI;;1;1;1;;;;Mosaico da Foz do Rio doce;RB - Mata Atlântica;Mata Atlântica, Área Marinha
196;0000.00.0196;;RESERVA BIOLÓGICA GUARIBAS;Federal;Reserva Biológica;Category Ia;PB;1990;1990;Decreto 98884 de 25/01/1990;;Rio Tinto (PB), Mamanguape (PB);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;4.052;4.052;4321;;0;38;0;4.014;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Caatinga, Mata Atlântica
198;0000.00.0198;;RESERVA BIOLÓGICA DE SALTINHO;Federal;Reserva Biológica;Category Ia;PE;1983;1983;Decreto 88744 de 21/09/1983;;Rio Formoso (PE), Tamandaré (PE);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;563;563;548;;0;0;0;563;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
199;0000.00.0199;;RESERVA BIOLÓGICA DE SANTA ISABEL;Federal;Reserva Biológica;Category Ia;SE;1988;1988;Decreto 96999 de 20/10/1988;;Pacatuba (SE), Pirambu (SE);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;4.110;3.900;2766;;0;0;0;3.900;0;0;211;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
201;0000.00.0201;;RESERVA BIOLÓGICA DE SOORETAMA;Federal;Reserva Biológica;Category Ia;ES;1982;1982;Decreto 87588 de 20/09/1982;;Jaguaré (ES), Linhares (ES), Vila Valério (ES), Sooretama (ES);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;27.859;27.859;24000;;0;0;0;27.859;0;0;0;Mata Atlântica;PI;;0;1;1;;Reservas de Mata Atlântica da Costa do Descobrimento (natural);;Mosaico da Foz do Rio doce;RB - Mata Atlântica;Mata Atlântica
202;0000.00.0202;;RESERVA BIOLÓGICA DE UNA;Federal;Reserva Biológica;Category Ia;BA;1980;2007;Decreto 85463 de 10/12/1980;"Ampliação - Decreto s/n de 21/12/2007;";Una (BA);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;18.725;18.725;11400;;0;0;0;18.725;0;0;0;Mata Atlântica;PI;;0;1;1;;Reservas de Mata Atlântica da Costa do Descobrimento (natural);;;RB - Mata Atlântica;Mata Atlântica
203;0000.00.0203;;RESERVA BIOLÓGICA ATOL DAS ROCAS;Federal;Reserva Biológica;Category Ia;RN;1979;1979;Decreto 83549 de 05/06/1979;;Natal (RN);Sim;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;35.186;715;36249;;0;0;0;715;0;0;34.471;Marinho;PI;;1;1;1;GEF Mar;Ilhas Atlânticas Brasileiras: Reservas de Fernando de Noronha e Atol das Rocas (natural);Sítios Ramsar;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
205;0000.00.0205;;RESERVA BIOLÓGICA DO CÓRREGO GRANDE;Federal;Reserva Biológica;Category Ia;BA, ES;1989;1989;Decreto 97657 de 12/04/1989;;Mucuri (BA), Conceição da Barra (ES);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;1.504;1.504;1504;;0;0;0;1.504;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
209;0000.00.0209;;RESERVA BIOLÓGICA DO LAGO PIRATUBA;Federal;Reserva Biológica;Category Ia;AP;1980;1984;Decreto 84914 de 16/07/1980;"Revisão dos limites - Decreto 89932 de 10/07/1984;";Pracuúba (AP), Tartarugalzinho (AP), Amapá (AP);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;392.468;389.652;395000;;389.652;0;0;0;0;0;2.816;Amazônia;PI;;1;1;1;ARPA;;Sítios Ramsar;;;Amazônia, Área Marinha
212;0000.00.0212;;RESERVA BIOLÓGICA DO TINGUÁ;Federal;Reserva Biológica;Category Ia;RJ;1989;1989;Decreto 97780 de 23/05/1989;;Duque de Caxias (RJ), Miguel Pereira (RJ), Nova Iguaçu (RJ), Petrópolis (RJ);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;24.813;24.813;24902;;0;0;0;24.813;0;0;0;Mata Atlântica;PI;;0;1;1;;;;Mosaico Mata Atlântica Central Fluminense;RB - Mata Atlântica;Mata Atlântica
214;0000.00.0214;;RESERVA BIOLÓGICA MARINHA DO ARVOREDO;Federal;Reserva Biológica;Category Ia;SC;1990;1990;Decreto 99142 de 12/03/1990;;Bombinhas (SC), Florianópolis (SC), Governador Celso Ramos (SC);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;17.105;353;17600;;0;0;0;353;0;0;16.752;Marinho;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
217;0000.00.0217;;RESERVA BIOLÓGICA UNIÃO;Federal;Reserva Biológica;Category Ia;RJ;1998;2017;Decreto s/n de 22/04/1998;"Ampliação - Decreto S/N de 05/06/2017;";Casimiro de Abreu (RJ), Macaé (RJ), Rio das Ostras (RJ);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;7.757;7.757;2930;;0;0;0;7.757;0;0;0;Mata Atlântica;PI;;0;1;1;;;;Mosaico Mico-Leão-Dourado;RB - Mata Atlântica;Mata Atlântica
218;0000.00.0218;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ITATUPÃ-BAQUIÁ;Federal;Reserva de Desenvolvimento Sustentável;Category VI;PA;2005;2005;Decreto S/N de 14/06/2005;;Gurupá (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;64.441;64.441;64735;;64.441;0;0;0;0;0;0;Amazônia;US;;0;1;1;ARPA;;Sítios Ramsar;;;Amazônia
223;0000.00.0223;;RESERVA EXTRATIVISTA CHOCOARÉ-MATO GROSSO;Federal;Reserva Extrativista;Category VI;PA;2002;2002;Decreto S/N de 16/12/2002;;Santarém Novo (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;2.783;2.783;2785;;2.783;0;0;0;0;0;0;Marinho;US;;0;1;1;ARPA;;Sítios Ramsar;;;Amazônia
225;0000.00.0225;;RESERVA EXTRATIVISTA MARINHA DO DELTA DO PARNAIBA;Federal;Reserva Extrativista;Category VI;MA, PI;2000;2000;Decreto S/N de 16/11/2000;;Água Doce do Maranhão (MA), Ilha Grande (PI);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;27.022;26.954;27021;;0;705;26.249;0;0;0;68;Cerrado;US;;1;1;1;GEF Mar;;Sítios Ramsar;;RB - Mata Atlântica;Caatinga, Cerrado, Área Marinha
227;0000.00.0227;;RESERVA EXTRATIVISTA MARACANÃ;Federal;Reserva Extrativista;Category VI;PA;2002;2002;Decreto S/N de 13/12/2002;;Maracanã (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;30.179;26.295;30018;;26.295;0;0;0;0;0;3.884;Marinho;US;;1;1;1;ARPA;;Sítios Ramsar;;;Amazônia, Área Marinha
228;0000.00.0228;;RESERVA EXTRATIVISTA SÃO JOÃO DA PONTA;Federal;Reserva Extrativista;Category VI;PA;2002;2002;Decreto S/N de 13/12/2002;;São João da Ponta (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;3.409;3.409;3203;;3.409;0;0;0;0;0;0;Marinho;US;;0;1;1;ARPA;;Sítios Ramsar;;;Amazônia
231;0000.00.0231;;RESERVA EXTRATIVISTA DO BATOQUE;Federal;Reserva Extrativista;Category VI;CE;2003;2003;Decreto S/N de 05/06/2003;;Aquiraz (CE);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;601;594;601;;0;594;0;0;0;0;7;Marinho;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Caatinga, Área Marinha
234;0000.00.0234;;RESERVA EXTRATIVISTA MANDIRA;Federal;Reserva Extrativista;Category VI;SP;2002;2002;Decreto S/N de 13/12/2002;;Cananéia (SP);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;1.178;1.178;1176;;0;0;0;1.178;0;0;0;Mata Atlântica;US;;0;1;1;GEF Mar;;;Mosaico do Litoral de São Paulo e Paraná (Lagamar);RB - Mata Atlântica;Mata Atlântica
243;0000.00.0243;;RESERVA EXTRATIVISTA MAE GRANDE DE CURUÇA;Federal;Reserva Extrativista;Category VI;PA;2002;2002;Decreto S/N de 13/12/2002;;Curuçá (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;36.828;24.369;37062;;24.369;0;0;0;0;0;12.459;Marinho;US;;1;1;1;ARPA;;Sítios Ramsar;;;Amazônia, Área Marinha
245;0000.00.0245;;RESERVA EXTRATIVISTA MARINHA DA BAIA DE IGUAPÉ;Federal;Reserva Extrativista;Category VI;BA;2000;2009;Decreto S/N de 11/08/2000;"Revisão dos limites - Lei ordinária 12058 de 13/10/2009;";Cachoeira (BA), Maragogipe (BA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;10.082;10.082;8117;;0;0;0;10.082;0;0;0;Marinho;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
246;0000.00.0246;;RESERVA EXTRATIVISTA MARINHA DA LAGOA DO JEQUIÁ;Federal;Reserva Extrativista;Category VI;AL;2001;2001;Decreto s/n de 27/09/2001;;Jequiá da Praia (AL);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;10.197;1.978;10203;;0;0;0;1.978;0;0;8.219;Marinho;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
247;0000.00.0247;;RESERVA EXTRATIVISTA MARINHA ARAI-PEROBA;Federal;Reserva Extrativista;Category VI;PA;2005;2005;Decreto legislativo S/N de 20/05/2005;;Augusto Corrêa (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;62.578;39.674;11479;;39.674;0;0;0;0;0;22.904;Amazônia;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Área Marinha
248;0000.00.0248;;RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU;Federal;Reserva Extrativista;Category VI;PA;2005;2005;Decreto S/N de 20/05/2005;;Bragança (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;42.490;31.037;43068;;31.037;0;0;0;0;0;11.453;Amazônia;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Área Marinha
249;0000.00.0249;;RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRIÁ;Federal;Reserva Extrativista;Category VI;PA;2005;2005;Decreto S/N de 20/05/2005;;Viseu (PA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;72.790;50.053;74081;;50.053;0;0;0;0;0;22.736;Amazônia;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Área Marinha
250;0000.00.0250;;RESERVA EXTRATIVISTA MARINHA TRACUATEUA;Federal;Reserva Extrativista;Category VI;PA;2005;2005;Decreto S/N de 20/05/2005;;Tracuateua (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;27.865;20.735;127153;;20.735;0;0;0;0;0;7.129;Amazônia;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Área Marinha
251;0000.00.0251;;RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO;Federal;Reserva Extrativista;Category VI;RJ;1997;1997;Decreto S/N de 03/01/1997;;Arraial do Cabo (RJ);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;51.650;1.060;56769;;0;0;0;1.060;0;0;50.591;Marinho;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
252;0000.00.0252;;RESERVA EXTRATIVISTA CORUMBAU;Federal;Reserva Extrativista;Category VI;BA;2000;2000;Decreto S/N de 21/09/2000;;Porto Seguro (BA), Prado (BA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;89.996;364;89500;;0;0;0;364;0;0;89.633;Marinho;US;;1;1;1;GEF Mar;;;Mosaico Extremo Sul da Bahia;RB - Mata Atlântica;Mata Atlântica, Área Marinha
253;0000.00.0253;;RESERVA EXTRATIVISTA DE CANAVIEIRAS;Federal;Reserva Extrativista;Category VI;BA;2006;2006;Decreto S/N de 05/06/2006;;Belmonte (BA), Canavieiras (BA), Una (BA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;100.687;16.988;100645;;0;0;0;16.988;0;0;83.699;Marinho;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
254;0000.00.0254;;RESERVA EXTRATIVISTA MARINHA DE SOURE;Federal;Reserva Extrativista;Category VI;PA;2001;2001;Decreto S/N de 22/11/2001;;Soure (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;29.579;22.202;27464;;22.202;0;0;0;0;0;7.377;Amazônia;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Área Marinha
255;0000.00.0255;;RESERVA EXTRATIVISTA MARINHA PIRAJUBAÉ;Federal;Reserva Extrativista;Category VI;SC;1992;1992;Decreto 533 de 20/05/1992;;Florianópolis (SC);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;1.687;782;1444;;0;0;0;782;0;0;905;Marinho;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
263;0000.00.0263;;ESTAÇÃO ECOLÓGICA DA GUANABARA;Federal;Estação Ecológica;Category Ia;RJ;2006;2006;Decreto s/n de 15/02/2006;;Guapimirim (RJ), Itaboraí (RJ), São Gonçalo (RJ);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;1.936;1.737;1935;;0;0;0;1.737;0;0;199;Mata Atlântica;PI;;1;1;1;;;;Mosaico Mata Atlântica Central Fluminense;RB - Mata Atlântica;Mata Atlântica, Área Marinha
269;0000.00.0269;;FLORESTA NACIONAL DO IBURA;Federal;Floresta;Category VI;SE;2005;2005;Decreto S/N de 19/09/2005;;Laranjeiras (SE), Nossa Senhora do Socorro (SE);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;144;144;144;;0;0;0;144;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
273;0000.00.0273;;RESERVA EXTRATIVISTA ARIÓCA PRUANÃ;Federal;Reserva Extrativista;Category VI;PA;2005;2005;Decreto S/N de 16/11/2005;;Oeiras do Pará (PA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;83.817;83.817;83445;;83.817;0;0;0;0;0;0;Amazônia;US;;0;1;1;ARPA;;;;;Amazônia
279;0000.00.0279;;RESERVA EXTRATIVISTA DE CURURUPU;Federal;Reserva Extrativista;Category VI;MA;2004;2004;Decreto S/N de 02/06/2004;;Cururupu (MA);Sim;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;185.192;92.016;185046;;92.016;0;0;0;0;0;93.176;Marinho;US;;1;1;1;ARPA;;Sítios Ramsar;;;Amazônia, Área Marinha
282;0000.00.0282;;RESERVA EXTRATIVISTA TERRA GRANDE PRACUUBA;Federal;Reserva Extrativista;Category VI;PA;2006;2006;Decreto S/N de 05/06/2006;;Porto de Moz (PA);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;194.857;194.857;194695;;194.857;0;0;0;0;0;0;Amazônia;US;;0;1;1;ARPA;;Sítios Ramsar;;;Amazônia
288;0000.00.0288;;RESERVA EXTRATIVISTA GURUPÁ-MELGAÇO;Federal;Reserva Extrativista;Category VI;PA;2006;2006;Decreto S/N de 30/11/2006;;Gurupá (PA), Melgaço (PA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;145.409;145.409;145297;;145.409;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;Sítios Ramsar;;;Amazônia
291;0000.16.0291;;RESERVA BIOLÓGICA DO PARAZINHO;Estadual;Reserva Biológica;Category Ia;AP;1985;1985;Decreto 5 de 21/01/1985;;Macapá (AP);Não;Não;Secretaria de Estado do Meio Ambiente do Amapá;1;276;171;111;;171;0;0;0;0;0;106;Amazônia;PI;;1;1;1;;;;;;Amazônia, Área Marinha
292;0000.16.0292;;RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO RIO IRATAPURU;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;AP;1997;1997;Lei ordinária 392 de 11/12/1997;;Laranjal do Jari (AP), Mazagão (AP), Pedra Branca do Amapari (AP);Sim;Sim;Secretaria de Estado do Meio Ambiente do Amapá;1;873.577;873.577;806184;;873.577;0;0;0;0;0;0;Amazônia;US;;0;1;1;ARPA;;;Mosaico do Oeste do Amapá e Norte do Pará;;Amazônia
293;0000.16.0293;;ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ;Estadual;Área de Proteção Ambiental;Category V;AP;1998;1998;Decreto 431 de 15/09/1998;;Macapá (AP);Não;Sim;Secretaria de Estado do Meio Ambiente do Amapá;1;21.873;21.873;21676;;21.873;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;Sítios Ramsar;;;Amazônia
301;0000.29.0301;;ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA;Estadual;Área de Proteção Ambiental;Category V;BA;2003;2016;Decreto 8552 de 05/06/2003;"Retificação - Decreto 17036 de 22/09/2016;";Cairu (BA), Jiquiriça (BA), Nilo Peçanha (BA), Taperoá (BA), Teolândia (BA), Ubaíra (BA), Valença (BA), Wenceslau Guimarães (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;231.997;231.997;230296;;0;0;0;231.997;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
302;0000.29.0302;;ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE;Estadual;Área de Proteção Ambiental;Category V;BA;2003;2003;Decreto 8553 de 05/06/2003;;Salvador (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;352.767;1.016;362200;;0;0;0;1.016;0;0;351.751;Marinho;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
303;0000.29.0303;;ÁREA DE PROTEÇÃO AMBIENTAL GUAIBIM;Estadual;Área de Proteção Ambiental;Category V;BA;1992;2003;Decreto 1164 de 11/05/1992;"Ampliação - Decreto 8649 de 22/09/2003;";Valença (BA);Sim;Não;Secretaria do Meio Ambiente da Bahia;0;2.079;1.742;2000;;0;0;0;1.742;0;0;337;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
304;0000.29.0304;;ÁREA DE PROTEÇÃO AMBIENTAL TINHARÉ / BOIPEBA;Estadual;Área de Proteção Ambiental;Category V;BA;1992;1992;Decreto 1240 de 05/06/1992;;Cairu (BA);Sim;Não;Secretaria do Meio Ambiente da Bahia;0;31.071;31.071;43300;;0;0;0;31.071;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
306;0000.29.0306;;ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS;Estadual;Área de Proteção Ambiental;Category V;BA;1993;1993;Decreto 2218 de 14/06/1993;;Alcobaça (BA), Caravelas (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;345.544;37.137;345280;;0;0;0;37.137;0;0;308.407;Mata Atlântica;US;;1;1;1;GEF Mar;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
308;0000.29.0308;;ÁREA DE PROTEÇÃO AMBIENTAL COROA VERMELHA;Estadual;Área de Proteção Ambiental;Category V;BA;1993;1993;Decreto 2184 de 07/06/1993;;Santa Cruz Cabrália (BA), Porto Seguro (BA);Sim;Não;Secretaria do Meio Ambiente da Bahia;0;3.715;3.333;4100;;0;0;0;3.333;0;0;382;Mata Atlântica;US;;0;1;1;;;;Mosaico Extremo Sul da Bahia;RB - Mata Atlântica;Mata Atlântica, Área Marinha
