ID_UC;Código UC;Informações Gerais;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de Criação;Ano do ato legal mais recente;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Órgão Gestor;Fonte da Área: (1 = SHP, 0 = Ato legal);Área soma biomas;Área soma Biomas Continental;Área Ato Legal de Criação;Bioma Área (ha);Amazônia;Caatinga;Cerrado;Mata Atlântica;Pampa;Pantanal;Área Marinha;Bioma declarado;Grupo;Recortes (ha);Mar Territorial;Município Costeiro;Município Costeiro + Área Marinha;Programa/Projeto;Sítios do Patrimônio Mundial;Sítios Ramsar;Mosaico;Reserva da Biosfera;Biomas Abrangidos
1822;0455.33.1822;;APA DO VÁRZEA COUNTRY CLUB;Municipal;Área de Proteção Ambiental;Category V;RJ;1991;1991;Decreto 9952 de 07/01/1991;;Rio de Janeiro (RJ);Não;Não;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;1;10;10;10;;0;0;0;10;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1823;0455.33.1823;;APA DE GRUMARI;Municipal;Área de Proteção Ambiental;Category V;RJ;1986;1986;Lei ordinária 944 de 30/12/1986;;Rio de Janeiro (RJ);Não;Não;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;1;967;961;966;;0;0;0;961;0;0;6;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1824;0455.33.1824;;APA DAS PONTAS DE COPACABANA E ARPOADOR E SEUS ENTORNOS;Municipal;Área de Proteção Ambiental;Category V;RJ;1994;1994;Lei ordinária 2087 de 04/01/1994;;Rio de Janeiro (RJ);Não;Não;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;1;30;21;22;;0;0;0;21;0;0;9;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1825;0455.33.1825;;APA DE SÃO JOSÉ;Municipal;Área de Proteção Ambiental;Category V;RJ;1991;1991;Lei ordinária 1769 de 01/10/1991;;Rio de Janeiro (RJ);Não;Não;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;1;109;109;106;;0;0;0;109;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1826;0455.33.1826;;ARIE DE SÃO CONRADO;Municipal;Área de Relevante Interesse Ecológico;Category IV;RJ;2003;2003;Lei ordinária 3693 de 04/12/2003;;Rio de Janeiro (RJ);Não;Não;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;1;82;82;82;;0;0;0;82;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1827;0455.33.1827;;PARQUE NATURAL MUNICIPAL DE GRUMARI;Municipal;Parque;Category II;RJ;2001;2001;Decreto 20149 de 02/07/2001;;Rio de Janeiro (RJ);Sim;Sim;Secretaria Municipal de Conservação e Meio Ambiente do Rio de Janeiro - RJ;1;794;794;805;;0;0;0;794;0;0;0;Mata Atlântica;PI;;1;1;1;;;;Mosaico Carioca;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1832;0000.32.1832;;RESERVA ESTADUAL DE DESENVOLVIMENTO SUSTENTÁVEL CONCHA D´OSTRA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;ES;2007;2007;Lei ordinária 8464 de 26/02/2007;;Guarapari (ES);Não;Sim;Instituto Estadual de Meio Ambiente e Recursos Hídricos do Espírito Santo;1;954;949;953;;0;0;0;949;0;0;4;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1837;0000.33.1837;;ÁREA DE PROTEÇÃO AMBIENTAL DE SEPETIBA II;Estadual;Área de Proteção Ambiental;Category V;RJ;2004;2004;Decreto 36812 de 28/12/2004;;Rio de Janeiro (RJ);Não;Sim;Instituto Estadual do Ambiente do Rio de Janeiro;1;172;172;200;;0;0;0;172;0;0;0;Mata Atlântica;US;;0;1;1;;;;Mosaico Carioca;RB - Mata Atlântica;Mata Atlântica
1839;0540.42.1839;;PARQUE NATURAL MUNICIPAL DA LAGOINHA DO LESTE;Municipal;Parque;Category II;SC;2018;2018;Lei ordinária 10387 de 05/06/2018;;Florianópolis (SC);Não;Não;Prefeitura Municipal de Florianópolis - SC;1;919;884;921;;0;0;0;884;0;0;35;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1841;0540.42.1841;;PARQUE NATURAL MUNICIPAL DO MACIÇO DA COSTEIRA;Municipal;Parque;Category II;SC;2018;2018;Lei ordinária 10459 de 11/12/2018;;Florianópolis (SC);Não;Não;Prefeitura Municipal de Florianópolis - SC;0;1.544;1.544;1544;;0;0;0;1.544;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1844;0000.42.1844;;PARQUE ESTADUAL DO RIO VERMELHO;Estadual;Parque;Category II;SC;2007;2007;Decreto 308 de 24/05/2007;;Florianópolis (SC);Não;Sim;Instituto do Meio Ambiente do Estado de Santa Catarina;1;1.540;1.481;1532;;0;0;0;1.481;0;0;60;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1851;0810.24.1851;;PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE;Municipal;Parque;Category II;RN;2006;2011;Decreto 8078 de 13/12/2006;"Alteração de nome - Decreto 9481 de 25/08/2011;";Natal (RN);Não;Não;Secretaria Municipal de Meio Ambiente e Urbanismo de Natal - RN;0;62;62;62;;0;0;0;62;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1860;0605.43.1860;;MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE;Municipal;Monumento Natural;Category III;RS;2009;2009;Lei ordinária 1.141/2009 de 26/10/2009;;Cristal (RS);Sim;Sim;Secretaria Municipal de Desenvolvimento Rural e Meio Ambiente de Cristal - RS;0;1;1;1;;0;0;0;0;1;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Pampa
1863;0000.43.1863;;PARQUE ESTADUAL DE ITAPEVA;Estadual;Parque;Category II;RS;2002;2002;Decreto 42009 de 12/12/2002;;Torres (RS);Sim;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;1.001;965;1000;;0;0;0;965;0;0;36;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1865;0820.42.1865;;ÁREA DE PROTEÇÃO AMBIENTAL DO BRILHANTE;Municipal;Área de Proteção Ambiental;Category V;SC;1993;1993;Lei ordinária 2832 de 22/09/1993;;Itajaí (SC);Não;Não;Fundação do Meio Ambiente de Itajaí - SC;1;2.015;2.015;2015;;0;0;0;2.015;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1866;0820.42.1866;;PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA;Municipal;Parque;Category II;SC;2006;2012;Decreto 7954 de 24/07/2006;"Retificação - Decreto 9827 de 17/10/2012;";Itajaí (SC);Não;Não;Fundação do Meio Ambiente de Itajaí - SC;1;10;10;12;;0;0;0;10;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;;Mata Atlântica
1871;0350.33.1871;;ÀREA DE PROTEÇÃO AMBIENTAL RIO D´OURO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3.588/2004 de 07/07/2004;;Nova Iguaçu (RJ);Não;Sim;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;1;2.829;2.829;3080;;0;0;0;2.829;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1872;0350.33.1872;;ÁREA DE PROTEÇÃO AMBIENTAL GUANDÚ-AÇU;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3591 de 07/07/2004;;Nova Iguaçu (RJ);Não;Sim;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;1;936;936;870;;0;0;0;936;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1873;0350.33.1873;;ÀREA DE PROTEÇÃO AMBIENTAL RETIRO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3593 de 07/07/2004;;Nova Iguaçu (RJ);Não;Não;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;1;1.030;1.030;1027;;0;0;0;1.030;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1875;0350.33.1875;;ÁREA DE PROTEÇÃO AMBIENTAL MORRO AGUDO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3594 de 07/07/2004;;Nova Iguaçu (RJ);Não;Não;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;0;245;245;271340;;0;0;0;245;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1876;0350.33.1876;;ÀREA DE PROTEÇÃO AMBIENTAL TINGUAZINHO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3586 de 07/07/2004;;Nova Iguaçu (RJ);Não;Não;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;1;1.101;1.101;1103;;0;0;0;1.101;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1878;0350.33.1878;;ÁREA DE PROTEÇÃO AMBIENTAL JACERUBA;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3592 de 07/07/2004;;Nova Iguaçu (RJ);Não;Sim;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;1;2.339;2.339;2353;;0;0;0;2.339;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1879;0350.33.1879;;ÀREA DE PROTEÇÃO AMBIENTAL DE TINGUÁ;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;2004;Lei complementar 3587 de 07/07/2004;;Nova Iguaçu (RJ);Sim;Não;Secretaria Municipal de Agricultura e Meio Ambiente de Nova Iguaçu - RJ;1;5.331;5.331;5400;;0;0;0;5.331;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1880;0000.00.1880;;REFÚGIO DE VIDA SILVESTRE DE UNA;Federal;Refúgio de Vida Silvestre;Category III;BA;2007;2007;Decreto s/n de 21/12/2007;;Una (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;23.262;23.216;23404;;0;0;0;23.216;0;0;46;Mata Atlântica;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1881;0000.15.1881;;REFÚGIO DE VIDA SILVESTRE METRÓPOLE DA AMAZÔNIA;Estadual;Refúgio de Vida Silvestre;Category III;PA;2010;2010;Decreto 2211 de 30/03/2010;;Ananindeua (PA), Benevides (PA), Marituba (PA), Santa Isabel do Pará (PA);Não;Sim;Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará;1;6.369;6.369;6367;;6.369;0;0;0;0;0;0;Amazônia;PI;;0;1;1;;;;;;Amazônia
1882;0000.21.1882;;PARQUE ESTADUAL DO BACANGA;Estadual;Parque;Category II;MA;1980;2016;Decreto 7545 de 07/03/1980;"Revisão dos limites - Outros 32022008 de 20/09/2016;Redução - Lei ordinária 7712 de 14/12/2001;Revisão dos limites - Decreto 9550 de 10/04/1984;";São Luís (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;3.165;3.165;3075;;3.165;0;0;0;0;0;0;Amazônia;PI;;0;1;1;;;;;;Amazônia
1885;0000.21.1885;;ÁREA DE PROTEÇÃO AMBIENTAL DAS REENTRÂNCIAS MARANHENSES;Estadual;Área de Proteção Ambiental;Category V;MA;1991;1991;Decreto 11901 de 11/06/1991;;Alcântara (MA), Bacuri (MA), Bequimão (MA), Carutapera (MA), Cedral (MA), Cururupu (MA), Cândido Mendes (MA), Godofredo Viana (MA), Guimarães (MA), Luís Domingues (MA), Mirinzal (MA), Turiaçu (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;2.633.758;1.112.422;2631260;;1.112.422;0;0;0;0;0;1.521.336;Marinho;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Área Marinha
1886;0000.21.1886;;PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUÍS;Estadual;Parque;Category II;MA;1991;1991;Decreto 11902 de 11/06/1991;;Cururupu (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;45.128;0;45238;;0;0;0;0;0;0;45.128;Marinho;PI;;0;1;1;GEF Mar;;Sítios Ramsar;;;Área Marinha
1887;0000.21.1887;;ÁREA DE PROTEÇÃO AMBIENTAL DA BAIXADA MARANHENSE;Estadual;Área de Proteção Ambiental;Category V;MA;1991;1991;Decreto 11900 de 11/06/1991;;Anajatuba (MA), Arari (MA), Bequimão (MA), Cajari (MA), Lago Verde (MA), Matinha (MA), Mirinzal (MA), Monção (MA), Olho D'Água das Cunhãs (MA), Palmeirândia (MA), Penalva (MA), Peri Mirim (MA), Pindaré Mirim (MA), Pinheiro (MA), Pio XII (MA), Santa Helena (MA), São Bento (MA), São João Batista (MA), São Mateus do Maranhão (MA), São Vicente Ferrer (MA), Viana (MA), Vitória do Mearim (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;1.728.277;1.728.277;1775036;;1.711.202;0;17.075;0;0;0;0;Amazônia;US;;1;1;1;;;Sítios Ramsar;;;Amazônia, Cerrado
1888;0000.21.1888;;ÁREA DE PROTEÇÃO AMBIENTAL DE UPAON-AÇU / MIRITIBA / ALTO PREGUIÇAS;Estadual;Área de Proteção Ambiental;Category V;MA;1992;1992;Decreto 12428 de 05/06/1992;;Axixá (MA), Barreirinhas (MA), Humberto de Campos (MA), Icatu (MA), Morros (MA), Paço do Lumiar (MA), Presidente Juscelino (MA), Primeira Cruz (MA), Raposa (MA), Rosário (MA), Santa Quitéria do Maranhão (MA), Santa Rita (MA), São Benedito do Rio Preto (MA), São Bernardo (MA), São José de Ribamar (MA), São Luís (MA), Urbano Santos (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;1.558.407;1.372.858;1535310;;438.929;0;933.928;0;0;0;185.549;Cerrado;US;;1;1;1;;;;;RB - Caatinga;Amazônia, Cerrado, Área Marinha
1889;0000.21.1889;;ÁREA DE PROTEÇÃO AMBIENTAL DA FOZ DO RIO DAS PREGUIÇAS - PEQUENOS LENÇÓIS - REGIÃO LAGUNAR ADJACENTE;Estadual;Área de Proteção Ambiental;Category V;MA;1991;1991;Decreto 11899 de 11/06/1991;;Araioses (MA), Barreirinhas (MA), Tutóia (MA), Água Doce do Maranhão (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;206.116;203.580;269684;;0;0;203.580;0;0;0;2.536;Cerrado;US;;1;1;1;;;Sítios Ramsar;;RB - Caatinga, RB - Mata Atlântica;Cerrado, Área Marinha
1890;0000.21.1890;;ÁREA DE PROTEÇÃO AMBIENTAL DO ITAPIRACÓ;Estadual;Área de Proteção Ambiental;Category V;MA;1997;1997;Decreto 15618 de 23/06/1997;;São José de Ribamar (MA), São Luís (MA);Sim;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;355;355;322;;355;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1891;0000.21.1891;;PARQUE ESTADUAL DO SÍTIO DO RANGEDOR;Estadual;Parque;Category II;MA;2005;2016;Decreto 21797 de 15/12/2005;"Recategorização - Lei ordinária 10455 de 16/05/2016;Revisão dos limites - Decreto 23303 de 07/08/2007;Revisão dos limites - Lei ordinária 9864 de 04/07/2013;";São Luís (MA);Sim;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;121;121;126;;121;0;0;0;0;0;0;Amazônia;PI;;0;1;1;;;;;;Amazônia
1893;0000.21.1893;;ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO DO MARACANÃ;Estadual;Área de Proteção Ambiental;Category V;MA;1991;1991;Decreto 12103 de 01/10/1991;;São Luís (MA);Não;Não;Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão;1;2.190;2.190;1831;;2.190;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1906;0820.42.1906;;PARQUE NATURAL MUNICIPAL DO ATALAIA;Municipal;Parque;Category II;SC;2007;2007;Decreto 8107 de 25/01/2007;;Itajaí (SC);Sim;Sim;Fundação do Meio Ambiente de Itajaí - SC;0;20;20;20;;0;0;0;20;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;;Mata Atlântica
1909;0000.00.1909;;PARQUE NACIONAL DA SERRA DAS LONTRAS;Federal;Parque;Category II;BA;2010;2010;Decreto S/N de 11/06/2010;;Arataca (BA), Una (BA);Não;Não;Instituto Chico Mendes de Conservação da Biodiversidade;1;11.344;11.344;11336;;0;0;0;11.344;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1911;0000.00.1911;;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Federal;Refúgio de Vida Silvestre;Category III;ES;2010;2010;Decreto s/n de 17/06/2010;;Aracruz (ES), Fundão (ES), Serra (ES);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;17.749;32;17741;;0;0;0;32;0;0;17.717;Marinho;PI;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1912;0000.00.1912;;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Federal;Área de Proteção Ambiental;Category V;ES;2010;2010;Decreto s/n de 17/06/2010;;Aracruz (ES), Fundão (ES), Serra (ES);Não;Sim;Instituto Chico Mendes de Conservação da Biodiversidade;1;114.956;431;114931;;0;0;0;431;0;0;114.524;Marinho;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1928;0000.26.1928;;ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE;Estadual;Área de Proteção Ambiental;Category V;PE;2010;2010;Decreto 34692 de 17/03/2010;;Abreu e Lima (PE), Araçoiaba (PE), Camaragibe (PE), Igarassu (PE), Paudalho (PE), Paulista (PE), Recife (PE), São Lourenço da Mata (PE);Sim;Sim;Agência Estadual do Meio Ambiente de Pernambuco;1;31.662;31.662;31634;;0;0;0;31.662;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1929;0000.26.1929;;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA CRUZ;Estadual;Área de Proteção Ambiental;Category V;PE;2008;2008;Decreto 32488 de 17/10/2008;;Goiana (PE), Itamaracá (PE), Itapissuma (PE);Sim;Sim;Agência Estadual do Meio Ambiente de Pernambuco;1;38.749;24.892;38692;;0;0;0;24.892;0;0;13.857;Mata Atlântica;US;;1;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Área Marinha
1931;0000.23.1931;;PARQUE ESTADUAL BOTÂNICO DO CEARÁ;Estadual;Parque;Category II;CE;1996;2012;Decreto 24216 de 09/09/1996;"Recategorização - Decreto 30868 de 10/04/2012;";Caucaia (CE);Não;Sim;Secretaria do Meio Ambiente do Ceará;1;199;199;198;;0;199;0;0;0;0;0;Caatinga;PI;;0;1;1;;;;;RB - Mata Atlântica;Caatinga
1932;0000.23.1932;;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ;Estadual;Área de Relevante Interesse Ecológico;Category IV;CE;2006;2006;Decreto 28333 de 28/07/2006;;Fortaleza (CE);Não;Sim;Secretaria do Meio Ambiente do Ceará;1;57;57;57;;0;57;0;0;0;0;0;Caatinga;US;;0;1;1;;;;;RB - Mata Atlântica;Caatinga
1960;0080.15.1960;;AREA DE RELEVANTE INTERESSE ECOLOGICO PARQUE AMBIENTAL ANTONIO DANUBIO LOURENÇO DA SILVA;Municipal;Área de Relevante Interesse Ecológico;Category IV;PA;2011;2011;Lei ordinária 2472 de 05/01/2011;;Ananindeua (PA);Não;Sim;Secretaria Municipal de Meio Ambiente de Ananindeua - PA;1;4;4;4;;4;0;0;0;0;0;0;Amazônia;US;;0;1;1;;;;;;Amazônia
1964;0000.35.1964;;PARQUE ESTADUAL RESTINGA DE BERTIOGA;Estadual;Parque;Category II;SP;2010;2010;Decreto 56500 de 09/12/2010;;Bertioga (SP);Sim;Sim;Fundação para Conservação e a Produção Florestal do Estado de São Paulo;1;9.316;9.316;9312;;0;0;0;9.316;0;0;0;Mata Atlântica;PI;;1;1;1;;;;;RB - Cinturão Verde da Cidade de São Paulo, RB - Mata Atlântica;Mata Atlântica
1976;1350.43.1976;;ÁREA DE PROTEÇÃO AMBIENTAL MORRO DE OSÓRIO;Municipal;Área de Proteção Ambiental;Category V;RS;1994;1994;Lei ordinária 2665 de 27/09/1994;;Osório (RS);Sim;Sim;Secretaria de Meio Ambiente, Agricultura e Pecuária de Osório - RS;0;6.897;6.897;6897;;0;0;0;6.897;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1988;0000.43.1988;;ÁREA DE PROTEÇÃO AMBIENTAL DO BANHADO GRANDE;Estadual;Área de Proteção Ambiental;Category V;RS;1998;1998;Decreto 38971 de 23/10/1998;;Glorinha (RS), Gravataí (RS), Santo Antônio da Patrulha (RS), Viamão (RS);Não;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;137.042;137.042;136935;;0;0;0;14.503;122.539;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica, Pampa
1993;0000.43.1993;;RESERVA BIOLÓGICA DO MATO GRANDE;Estadual;Reserva Biológica;Category Ia;RS;1975;1975;Decreto 23798 de 12/03/1975;;Arroio Grande (RS);Não;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;4.974;4.974;5161;;0;0;0;0;4.974;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Pampa
1994;0000.43.1994;;PARQUE ESTADUAL DE ITAPUÃ;Estadual;Parque;Category II;RS;1991;1991;Decreto 33886 de 11/03/1991;;Viamão (RS);Sim;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;6.022;6.022;5553;;0;0;0;0;6.022;0;0;Pampa;PI;;0;1;1;;;;;RB - Mata Atlântica;Pampa
1995;0000.43.1995;;ESTAÇÃO ECOLÓGICA ESTADUAL ARATINGA;Estadual;Estação Ecológica;Category Ia;RS;1997;1997;Decreto 37345 de 11/04/1997;;Itatí (RS), São Francisco de Paula (RS);Sim;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;6.042;6.042;5882;;0;0;0;6.042;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
1996;0000.43.1996;;ÁREA DE PROTEÇÃO AMBIENTAL ROTA DO SOL;Estadual;Área de Proteção Ambiental;Category V;RS;1997;1997;Decreto 37346 de 11/04/1997;;Cambará do Sul (RS), Itatí (RS), São Francisco de Paula (RS), Três Forquilhas (RS);Sim;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;0;52.355;52.355;52355;;0;0;0;52.355;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
2006;0000.43.2006;;REFÚGIO DE VIDA SILVESTRE BANHADO DOS PACHECOS;Estadual;Refúgio de Vida Silvestre;Category III;RS;2002;2002;Decreto 41559 de 24/04/2002;;Viamão (RS);Não;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;2.605;2.605;2543;;0;0;0;0;2.605;0;0;Pampa;PI;;0;1;1;;;;;RB - Mata Atlântica;Pampa
2008;0000.43.2008;;RESERVA BIOLÓGICA ESTADUAL MATA PALUDOSA;Estadual;Reserva Biológica;Category Ia;RS;1998;2012;Decreto 38972 de 23/10/1998;"Ampliação - Decreto 49578 de 13/09/2012;";Itatí (RS);Não;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;272;272;113;;0;0;0;272;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
2010;0000.43.2010;;RESERVA BIOLÓGICA DA SERRA GERAL;Estadual;Reserva Biológica;Category Ia;RS;1982;2002;Decreto 30788 de 27/07/1982;"Ampliação - Decreto 41661 de 04/06/2002;";Itatí (RS), Maquiné (RS), Terra de Areia (RS);Sim;Sim;Secretaria do Ambiente e Desenvolvimento Sustentável do Rio Grande do Sul - RS;1;4.849;4.849;1700;;0;0;0;4.849;0;0;0;Mata Atlântica;PI;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
2013;0000.29.2013;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL RENASCER;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 142 de 05/11/2010;;Porto Seguro (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;265;265;265;;0;0;0;265;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
2014;0000.29.2014;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL REFÚGIO DO GUIGÓ I E II;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 133 de 08/10/2010;;Una (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;93;93;95;;0;0;0;93;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
2018;0000.29.2018;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BRONZON;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2016;Portaria 134 de 08/10/2010;"Retificação - Portaria 12690 de 20/10/2016;";Prado (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;151;151;36;;0;0;0;151;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
2028;0240.33.2028;;ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPELAGO DE SANTANA;Municipal;Área de Proteção Ambiental;Category V;RJ;1989;2011;Lei ordinária 1.216/1989 de 15/09/1989;"Revisão dos limites - Decreto 018/2011 de 21/02/2011;";Macaé (RJ);Não;Não;Secretaria Municipal de Ambiente e Sustentabilidade de Macaé - RJ;0;47.319;0;47319;;0;0;0;0;0;0;47.319;Marinho;US;;1;1;1;;;;;RB - Mata Atlântica;Área Marinha
2030;0000.29.2030;;RESERVA PARTICULAR DO PATRIMÔNIO NATURAL BOZI;Estadual;Reserva Particular do Patrimônio Natural;Category IV;BA;2010;2010;Portaria 135 de 08/10/2010;;Prado (BA);Não;Não;Secretaria do Meio Ambiente da Bahia;1;36;36;36;;0;0;0;36;0;0;0;Mata Atlântica;US;;0;1;1;;;;;RB - Mata Atlântica;Mata Atlântica
