Código UC;Nome da UC;Esfera Administrativa;Categoria de Manejo;Categoria IUCN;UF;Ano de criação;Ato Legal de Criação;Outros atos legais;Municípios Abrangidos;Plano de Manejo;Conselho Gestor;Área (ha);Área (ha) Amazônia;Área (ha) Caatinga;Área (ha) Cerrado;Área (ha) Mata Atlântica;Área (ha) Pampa;Área (ha) Pantanal;Área (ha) Área Marinha
0000.33.1512;AREA DE PROTEçãO AMBIENTAL DO RIO GUANDU;Estadual;Área de Proteção Ambiental;Category V;RJ;2007;Decreto 40670 de 26/03/2007;-;Japeri (RJ), Miguel Pereira (RJ), Paracambi (RJ), Piraí (RJ), Queimados (RJ), Rio Claro (RJ), Seropédica (RJ);Não;Sim;74.296;0;0;0;74.296;0;0;0
0000.33.1514;ÁREA DE PROTEçãO AMBIENTAL DE MASSAMBABA;Estadual;Área de Proteção Ambiental;Category V;RJ;1986;Decreto 9529 de 15/12/1986;Revisão dos limites - Lei ordinária 6128 de 28/12/2011;Araruama (RJ), Arraial do Cabo (RJ), Saquarema (RJ);Sim;Sim;9.124;0;0;0;9.124;0;0;0
0000.00.1518;RESERVA EXTRATIVISTA RIO CAJARI;Federal;Reserva Extrativista;Category VI;AP;1990;Decreto 99145 de 12/03/1990;-;Mazagão (AP), Laranjal do Jari (AP), Vitória do Jari (AP);Não;Sim;532.405;532.405;0;0;0;0;0;0
0000.00.1520;RESERVA EXTRATIVISTA QUILOMBO DO FRECHAL;Federal;Reserva Extrativista;Category VI;MA;1992;Decreto 536 de 20/05/1992;-;Mirinzal (MA);Não;Sim;9.338;9.338;0;0;0;0;0;0
0000.32.1533;MONUMENTO NATURAL O FRADE E A FREIRA;Estadual;Monumento Natural;Category III;ES;2007;Decreto 1917-R de 06/09/2007;-;Vargem Alta (ES), Itapemirim (ES), Cachoeiro de Itapemirim (ES);Não;Sim;854;0;0;0;854;0;0;0
0000.00.1563;RESERVA EXTRATIVISTA ACAú-GOIANA;Federal;Reserva Extrativista;Category VI;PB, PE;2007;Decreto S/N de 26/09/2007;-;Caaporã (PB), Pitimbu (PB), Goiana (PE);Não;Não;6.677;0;0;0;4.472;0;0;2.205
0060.32.1565;PARQUE NATURAL MUNICIPAL DO ARICANGA WALDEMAR DEVENS;Municipal;Parque;Category II;ES;1997;Lei ordinária 1994 de 12/05/1997;Retificação - Lei ordinária 3620 de 27/09/2012;Aracruz (ES);Sim;Sim;504;0;0;0;504;0;0;0
0060.32.1566;PARQUE NATURAL MUNICIPAL DAVID VICTOR FARINA;Municipal;Parque;Category II;ES;1995;Decreto 6144 de 27/07/1995;"Alteração de nome - Decreto 14558 de 13/10/2005 ; Revisão dos limites - Decreto 18566 de 11/09/2008";Aracruz (ES);Não;Não;44;0;0;0;44;0;0;0
0000.33.1620;PARQUE ESTADUAL CUNHAMBEBE;Estadual;Parque;Category II;RJ;2008;Decreto 41358 de 13/06/2008;-;Angra dos Reis (RJ), Itaguaí (RJ), Mangaratiba (RJ), Rio Claro (RJ);Não;Sim;38.076;0;0;0;38.076;0;0;0
0000.32.1667;RESERVA BIOLóGICA DE DUAS BOCAS;Estadual;Reserva Biológica;Category Ia;ES;1965;Lei ordinária 2095 de 12/01/1965;Recategorização - Lei ordinária 4503 de 02/01/1991;Cariacica (ES);Não;Não;3.087;0;0;0;3.087;0;0;0
0000.35.1677;PARQUE ESTADUAL DO ITINGUÇU;Estadual;Parque;Category II;SP;2013;Lei ordinária 14982 de 08/04/2013;-;Peruíbe (SP), Iguape (SP);Não;Não;5.038;0;0;0;4.988;0;0;50
0000.35.1678;PARQUE ESTADUAL LAGAMAR DE CANANEIA;Estadual;Parque;Category II;SP;2008;Lei ordinária 12810 de 21/02/2008;-;Cananéia (SP), Jacupiranga (SP);Não;Não;40.706;0;0;0;40.706;0;0;0
0000.35.1679;PARQUE ESTADUAL DO PRELADO;Estadual;Parque;Category II;SP;2013;Lei ordinária 14982 de 08/04/2013;-;Iguape (SP);Não;Não;1.827;0;0;0;1.827;0;0;0
0000.35.1681;REFÚGIO DE VIDA SILVESTRE DAS ILHAS DO ABRIGO E GUARARITAMA;Estadual;Refúgio de Vida Silvestre;Category III;SP;2013;Lei ordinária 14982 de 08/04/2013;-;Peruíbe (SP);Não;Não;481;0;0;0;0;0;0;481
0000.35.1685;RESERVA EXTRATIVISTA ILHA DO TUMBA;Estadual;Reserva Extrativista;Category VI;SP;2008;Lei ordinária 12810 de 21/02/2008;-;Cananéia (SP);Não;Sim;1.127;0;0;0;1.127;0;0;0
0000.35.1686;RESERVA EXTRATIVISTA TAQUARI;Estadual;Reserva Extrativista;Category VI;SP;2008;Lei ordinária 12810 de 21/02/2008;-;Cananéia (SP);Não;Sim;1.660;0;0;0;1.660;0;0;0
0000.35.1687;RDS DA BARRA DO UNA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;SP;2013;Lei ordinária 14982 de 08/04/2013;-;Peruíbe (SP);Não;Não;1.487;0;0;0;1.487;0;0;0
0000.35.1689;RDS DO DESPRAIADO;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;SP;2013;Lei ordinária 14982 de 08/04/2013;-;Iguape (SP);Não;Não;3.950;0;0;0;3.950;0;0;0
0000.35.1693;RDS ITAPANHAPIMA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;SP;2008;Lei ordinária 12810 de 21/02/2008;-;Cananéia (SP);Não;Sim;1.241;0;0;0;1.241;0;0;0
0000.35.1702;APA ILHA COMPRIDA;Estadual;Área de Proteção Ambiental;Category V;SP;1987;Decreto 26881 de 11/03/1987;-;Ilha Comprida (SP);Não;Não;18.931;0;0;0;18.890;0;0;41
0000.35.1721;APA MARINHA DO LITORAL NORTE;Estadual;Área de Proteção Ambiental;Category V;SP;2008;Decreto 53525 de 08/10/2008;-;Caraguatatuba (SP), Ilhabela (SP), São Sebastião (SP), Ubatuba (SP);Não;Não;316.462;0;0;0;5.431;0;0;311.031
0000.35.1722;ARIE DE SãO SEBASTIãO;Estadual;Área de Relevante Interesse Ecológico;Category IV;SP;2008;Decreto 53525 de 08/10/2008;-;Caraguatatuba (SP), Ilhabela (SP), São Sebastião (SP), Ubatuba (SP);Não;Não;608;0;0;0;211;0;0;397
0000.35.1723;APA MARINHA DO LITORAL CENTRO;Estadual;Área de Proteção Ambiental;Category V;SP;2008;Decreto 53526 de 08/10/2008;Ampliação - Lei ordinária 14982 de 08/04/2013;Bertioga (SP), Guarujá (SP), Itanhaém (SP), Mongaguá (SP), Peruíbe (SP), Praia Grande (SP), Santos (SP), São Vicente (SP);Não;Não;453.168;0;0;0;3.927;0;0;449.241
0000.35.1724;APA MARINHA DO LITORAL SUL;Estadual;Área de Proteção Ambiental;Category V;SP;2008;Decreto 53527 de 08/10/2008;Ampliação - Lei ordinária 14982 de 08/04/2013;Cananéia (SP), Iguape (SP), Ilha Comprida (SP);Não;Não;368.396;0;0;0;2.794;0;0;365.603
0000.35.1725;ARIE DO GUARá;Estadual;Área de Relevante Interesse Ecológico;Category IV;SP;2008;Decreto 53527 de 08/10/2008;-;Ilha Comprida (SP);Não;Não;455;0;0;0;454;0;0;1
0930.25.1727;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DA BARRA DO RIO CAMARATUBA;Municipal;Área de Relevante Interesse Ecológico;Category IV;PB;1998;Lei complementar 001/98 de 02/04/1998;Recategorização - Lei ordinária 272/2008 de 04/12/2008;Mataraca (PB);Não;Sim;168;0;0;0;168;0;0;0
1560.43.1757;AREA DE PROTEÇÃO AMBIENTAL DA LAGOA VERDE;Municipal;Área de Proteção Ambiental;Category V;RS;2005;Lei ordinária 6084 de 22/04/2005;-;Rio Grande (RS);Não;Não;471;0;0;0;0;471;0;0
0455.33.1763;PARQUE NATURAL MUNICIPAL DA CATACUMBA;Municipal;Parque;Category II;RJ;1979;Decreto 1967 de 19/01/1979;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Sim;Sim;27;0;0;0;27;0;0;0
0455.33.1764;APA DA SERRA DA CAPOEIRA GRANDE;Municipal;Área de Proteção Ambiental;Category V;RJ;1999;Lei ordinária 2835 de 30/06/1999;Revisão dos limites - Decreto 32547 de 20/07/2010;Rio de Janeiro (RJ);Não;Não;479;0;0;0;479;0;0;0
0455.33.1765;PARQUE NATURAL MUNICIPAL DA SERRA DA CAPOEIRA GRANDE;Municipal;Parque;Category II;RJ;2002;Decreto 21208 de 01/04/2002;-;Rio de Janeiro (RJ);Não;Não;21;0;0;0;21;0;0;0
0455.33.1766;APA DO MORRO DO SILVéRIO;Municipal;Área de Proteção Ambiental;Category V;RJ;1999;Lei ordinária 2836 de 07/07/1999;Revisão dos limites - Decreto 32547 de 20/07/2010;Rio de Janeiro (RJ);Não;Não;150;0;0;0;150;0;0;0
0455.33.1767;APA DAS BRISAS;Municipal;Área de Proteção Ambiental;Category V;RJ;1992;Lei ordinária 1918 de 05/10/1992;-;Rio de Janeiro (RJ);Não;Não;102;0;0;0;102;0;0;0
0455.33.1769;PARQUE NATURAL MUNICIPAL DA SERRA DO MENDANHA;Municipal;Parque;Category II;RJ;1993;Lei ordinária 1958 de 05/04/1993;Alteração de nome - Decreto 20227 de 16/07/2001;Rio de Janeiro (RJ);Sim;Sim;1.053;0;0;0;1.053;0;0;0
0455.33.1777;APA DA ORLA MARíTIMA DA BAíA DE SEPETIBA;Municipal;Área de Proteção Ambiental;Category V;RJ;1988;Lei ordinária 1208 de 28/03/1988;-;Rio de Janeiro (RJ);Não;Não;11.612;0;0;0;10.941;0;0;671
0455.33.1778;PARQUE NATURAL MUNICIPAL FAZENDA DO VIEGAS;Municipal;Parque;Category II;RJ;1996;Decreto 14800 de 14/05/1996;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Não;Não;8;0;0;0;8;0;0;0
0455.33.1782;APA DO MORRO DO VALQUEIRE;Municipal;Área de Proteção Ambiental;Category V;RJ;2001;Lei ordinária 3313 de 04/12/2001;-;Rio de Janeiro (RJ);Não;Não;166;0;0;0;166;0;0;0
0455.33.1783;APA DA FAZENDA DA TAQUARA;Municipal;Área de Proteção Ambiental;Category V;RJ;2002;Decreto 21528 de 07/06/2002;-;Rio de Janeiro (RJ);Não;Não;9;0;0;0;9;0;0;0
0455.33.1784;APA DO BAIRRO DA FREGUESIA;Municipal;Área de Proteção Ambiental;Category V;RJ;1992;Decreto 11830 de 11/12/1992;-;Rio de Janeiro (RJ);Não;Não;380;0;0;0;380;0;0;0
0455.33.1785;PARQUE NATURAL MUNICIPAL DA FREGUESIA;Municipal;Parque;Category II;RJ;1992;Decreto 11830 de 11/12/1992;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Não;Não;29;0;0;0;29;0;0;0
0455.33.1786;PARQUE NATURAL MUNICIPAL BOSQUE DA BARRA;Municipal;Parque;Category II;RJ;1983;Decreto 4105 de 03/06/1983;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Sim;Sim;54;0;0;0;54;0;0;0
0455.33.1787;APA DAS TABEBUIAS;Municipal;Área de Proteção Ambiental;Category V;RJ;1999;Decreto 18199 de 08/12/1999;-;Rio de Janeiro (RJ);Não;Não;62;0;0;0;62;0;0;0
0455.33.1788;ÁREA DE PROTEÇÃO AMBIENTAL DO PARQUE MUNICIPAL ECOLÓGICO DE MARAPENDI;Municipal;Área de Proteção Ambiental;Category V;RJ;1991;Decreto 10368 de 15/08/1991;"Ampliação - Decreto 14303 de 26/10/1995 ; Regulamentação - Lei complementar 125 de 14/01/2013 ; Revisão dos limites - Decreto 11990 de 24/03/1993 ; Revisão dos limites - Decreto 21046 de 06/02/2002";Rio de Janeiro (RJ);Sim;Sim;940;0;0;0;940;0;0;0
0455.33.1789;PARQUE NATURAL MUNICIPAL DE MARAPENDI;Municipal;Parque;Category II;RJ;1978;Lei ordinária 61 de 03/07/1978;"Alteração de nome - Decreto 22662 de 19/02/2003 ; Ampliação - Decreto 14203 de 18/09/1995 ; Redução - Lei complementar 125 de 14/01/2013";Rio de Janeiro (RJ);Sim;Sim;156;0;0;0;156;0;0;0
0455.33.1790;PARQUE NATURAL MUNICIPAL CHICO MENDES;Municipal;Parque;Category II;RJ;1989;Decreto 8452 de 08/05/1989;Alteração de nome - Decreto 22025 de 17/09/2002;Rio de Janeiro (RJ);Sim;Sim;54;0;0;0;54;0;0;0
0455.33.1791;APA DA PAISAGEM E DO AREAL DA PRAIA DO PONTAL;Municipal;Área de Proteção Ambiental;Category V;RJ;2000;Decreto 18849 de 03/08/2000;-;Rio de Janeiro (RJ);Não;Não;24;0;0;0;24;0;0;0
0455.33.1793;APA DA ORLA MARíTIMA;Municipal;Área de Proteção Ambiental;Category V;RJ;1988;Lei ordinária 1272 de 06/07/1988;-;Rio de Janeiro (RJ);Não;Não;268;0;0;0;173;0;0;95
0455.33.1795;APA DA PEDRA BRANCA;Municipal;Área de Proteção Ambiental;Category V;RJ;1988;Lei ordinária 1206 de 28/03/1988;-;Rio de Janeiro (RJ);Não;Não;5.388;0;0;0;5.388;0;0;0
0455.33.1796;APA DA PRAINHA;Municipal;Área de Proteção Ambiental;Category V;RJ;1990;Lei ordinária 1534 de 11/01/1990;-;Rio de Janeiro (RJ);Não;Não;157;0;0;0;85;0;0;73
0455.33.1797;APA DA SERRA DOS PRETOS FORROS;Municipal;Área de Proteção Ambiental;Category V;RJ;2000;Decreto 19145 de 14/11/2000;-;Rio de Janeiro (RJ);Não;Não;2.715;0;0;0;2.715;0;0;0
0455.33.1798;APA DOS MORROS DA BABILôNIA E DE SãO JOãO;Municipal;Área de Proteção Ambiental;Category V;RJ;1996;Decreto 14874 de 11/06/1996;Revisão dos limites - Decreto 17731 de 12/07/1999;Rio de Janeiro (RJ);Não;Sim;113;0;0;0;113;0;0;0
0455.33.1799;APA DO MORRO DO LEME;Municipal;Área de Proteção Ambiental;Category V;RJ;1990;Decreto 9779 de 12/11/1990;-;Rio de Janeiro (RJ);Não;Não;124;0;0;0;36;0;0;87
0455.33.1800;PARQUE NATURAL MUNICIPAL PENHASCO DOIS IRMãOS - ARQUITETO SéRGIO BERNARDES;Municipal;Parque;Category II;RJ;1992;Decreto 11850 de 21/12/1992;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Não;Sim;37;0;0;0;35;0;0;2
0455.33.1801;PARQUE NATURAL MUNICIPAL DARKE DE MATTOS;Municipal;Parque;Category II;RJ;1975;Decreto 394 de 18/05/1975;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Não;Não;7;0;0;0;4;0;0;3
0455.33.1802;PARQUE NATURAL MUNICIPAL DA CIDADE;Municipal;Parque;Category II;RJ;2008;Decreto 29538 de 03/07/2008;-;Rio de Janeiro (RJ);Não;Sim;47;0;0;0;47;0;0;0
0455.33.1803;PARQUE NATURAL MUNICIPAL DA PRAINHA;Municipal;Parque;Category II;RJ;1999;Decreto 17426 de 25/03/1999;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Sim;Sim;147;0;0;0;85;0;0;62
0455.33.1805;PARQUE NATURAL MUNICIPAL JOSé GUILHERME MERQUIOR;Municipal;Parque;Category II;RJ;2000;Decreto 19143 de 14/11/2000;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Não;Não;8;0;0;0;8;0;0;0
0455.33.1807;PARQUE NATURAL MUNICIPAL FONTE DA SAUDADE;Municipal;Parque;Category II;RJ;2000;Decreto 19143 de 14/11/2000;Alteração de nome - Decreto 22662 de 19/02/2003;Rio de Janeiro (RJ);Não;Não;2;0;0;0;2;0;0;0
0000.00.1808;RESERVA EXTRATIVISTA DE CASSURUBá;Federal;Reserva Extrativista;Category VI;BA;2009;Decreto S/N de 05/06/2009;-;Alcobaça (BA), Caravelas (BA), Nova Viçosa (BA);Não;Não;100.578;0;0;0;32.233;0;0;68.345
0000.00.1809;RESERVA EXTRATIVISTA PRAINHA DO CANTO VERDE;Federal;Reserva Extrativista;Category VI;CE;2009;Decreto S/N de 05/06/2009;-;Beberibe (CE);Não;Não;29.805;0;942;0;0;0;0;28.863
0455.33.1811;MONUMENTO NATURAL DOS MORROS DO PãO DE AçúCAR E URCA;Municipal;Monumento Natural;Category III;RJ;2006;Decreto 26578 de 01/06/2006;-;Rio de Janeiro (RJ);Sim;Sim;91;0;0;0;83;0;0;8
0000.00.1813;REFúGIO DE VIDA SILVESTRE DO RIO DOS FRADES;Federal;Refúgio de Vida Silvestre;Category III;BA;2007;Decreto S/N de 21/12/2007;-;Porto Seguro (BA);Não;Sim;899;0;0;0;899;0;0;0
0455.33.1814;PARQUE NATURAL MUNICIPAL DO JARDIM DO CARMO;Municipal;Parque;Category II;RJ;2001;Decreto 20723 de 08/11/2001;-;Rio de Janeiro (RJ);Não;Não;3;0;0;0;3;0;0;0
0455.33.1816;APA DO MORRO DOS CABRITOS;Municipal;Área de Proteção Ambiental;Category V;RJ;1992;Lei ordinária 1912 de 28/09/1992;-;Rio de Janeiro (RJ);Não;Não;135;0;0;0;135;0;0;0
0455.33.1817;APA DO MORRO DA SAUDADE;Municipal;Área de Proteção Ambiental;Category V;RJ;1992;Lei ordinária 1912 de 28/09/1992;-;Rio de Janeiro (RJ);Não;Não;59;0;0;0;59;0;0;0
0455.33.1820;ÁREA DE PROTEçãO AMBIENTAL DO SACOPã;Municipal;Área de Proteção Ambiental;Category V;RJ;1986;Decreto 6231 de 26/10/1986;-;Rio de Janeiro (RJ);Não;Não;104;0;0;0;104;0;0;0
0455.33.1822;APA DO VáRZEA COUNTRY CLUB;Municipal;Área de Proteção Ambiental;Category V;RJ;1991;Decreto 9952 de 07/01/1991;-;Rio de Janeiro (RJ);Não;Não;10;0;0;0;10;0;0;0
0455.33.1823;APA DE GRUMARI;Municipal;Área de Proteção Ambiental;Category V;RJ;1986;Lei ordinária 944 de 30/12/1986;-;Rio de Janeiro (RJ);Não;Não;967;0;0;0;755;0;0;212
0455.33.1824;APA DAS PONTAS DE COPACABANA E ARPOADOR E SEUS ENTORNOS;Municipal;Área de Proteção Ambiental;Category V;RJ;1994;Lei ordinária 2087 de 04/01/1994;-;Rio de Janeiro (RJ);Não;Não;30;0;0;0;11;0;0;19
0455.33.1825;APA DE SãO JOSé;Municipal;Área de Proteção Ambiental;Category V;RJ;1991;Lei ordinária 1769 de 01/10/1991;-;Rio de Janeiro (RJ);Não;Não;109;0;0;0;109;0;0;0
0455.33.1826;ARIE DE SãO CONRADO;Municipal;Área de Relevante Interesse Ecológico;Category IV;RJ;2003;Lei ordinária 3693 de 04/12/2003;-;Rio de Janeiro (RJ);Não;Não;82;0;0;0;82;0;0;0
0455.33.1827;PARQUE NATURAL MUNICIPAL DE GRUMARI;Municipal;Parque;Category II;RJ;2001;Decreto 20149 de 02/07/2001;-;Rio de Janeiro (RJ);Sim;Sim;794;0;0;0;671;0;0;123
0000.32.1832;RESERVA ESTADUAL DE DESENVOLVIMENTO SUSTENTÁVEL CONCHA D´OSTRA;Estadual;Reserva de Desenvolvimento Sustentável;Category VI;ES;2007;Lei ordinária 8464 de 26/02/2007;-;Guarapari (ES);Não;Sim;954;0;0;0;943;0;0;11
0000.33.1837;ÁREA DE PROTEçãO AMBIENTAL DE SEPETIBA II;Estadual;Área de Proteção Ambiental;Category V;RJ;2004;Decreto 36812 de 28/12/2004;-;Rio de Janeiro (RJ);Não;Sim;172;0;0;0;172;0;0;0
0000.42.1844;PARQUE ESTADUAL DO RIO VERMELHO;Estadual;Parque;Category II;SC;2007;Decreto 308 de 24/05/2007;-;Florianópolis (SC);Não;Sim;1.540;0;0;0;1.526;0;0;14
0810.24.1851;PARQUE NATURAL MUNICIPAL DA CIDADE DO NATAL DOM NIVALDO MONTE;Municipal;Parque;Category II;RN;2006;Decreto 8078 de 13/12/2006;Alteração de nome - Decreto 9481 de 25/08/2011;Natal (RN);Não;Não;62;0;0;0;62;0;0;0
0605.43.1860;MONUMENTO NATURAL MUNICIPAL CAPÃO DA AMIZADE;Municipal;Monumento Natural;Category III;RS;2009;Lei ordinária 1.141/2009 de 26/10/2009;-;Cristal (RS);Sim;Sim;1;0;0;0;0;1;0;0
0000.43.1863;PARQUE ESTADUAL DE ITAPEVA;Estadual;Parque;Category II;RS;2002;Decreto 42009 de 12/12/2002;-;Torres (RS);Sim;Sim;1.001;0;0;0;0;959;0;42
0820.42.1865;ÁREA DE PROTEÇÃO AMBIENTAL DO BRILHANTE;Municipal;Área de Proteção Ambiental;Category V;SC;1993;Lei ordinária 2832 de 22/09/1993;-;Itajaí (SC);Não;Não;2.015;0;0;0;2.015;0;0;0
0820.42.1866;PARQUE NATURAL MUNICIPAL ILHA DAS CAPIVARAS/SIBARA;Municipal;Parque;Category II;SC;2006;Decreto 7954 de 24/07/2006;Retificação - Decreto 9827 de 17/10/2012;Itajaí (SC);Não;Não;10;0;0;0;10;0;0;0
0350.33.1875;ÁREA DE PROTEçãO AMBIENTAL MORRO AGUDO;Municipal;Área de Proteção Ambiental;Category V;RJ;2004;Lei complementar 3594 de 07/07/2004;-;Nova Iguaçu (RJ);Não;Não;245;0;0;0;245;0;0;0
0000.00.1880;REFúGIO DE VIDA SILVESTRE DE UNA;Federal;Refúgio de Vida Silvestre;Category III;BA;2007;Decreto S/N de 21/12/2007;-;Una (BA);Não;Não;23.262;0;0;0;23.170;0;0;92
0000.15.1881;REFúGIO DE VIDA SILVESTRE METRóPOLE DA AMAZôNIA;Estadual;Refúgio de Vida Silvestre;Category III;PA;2010;Decreto 2211 de 30/03/2010;-;Ananindeua (PA), Benevides (PA), Marituba (PA), Santa Isabel do Pará (PA);Não;Sim;6.369;6.369;0;0;0;0;0;0
0000.21.1882;PARQUE ESTADUAL DO BACANGA;Estadual;Parque;Category II;MA;1980;Decreto 7545 de 07/03/1980;"Redução - Lei ordinária 7712 de 14/12/2001 ; Revisão dos limites - Decreto 9550 de 10/04/1984 ; Revisão dos limites - Outros 32022008 de 20/09/2016";São Luís (MA);Não;Não;3.165;3.165;0;0;0;0;0;0
0000.21.1885;ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 11901 de 11/06/1991;-;Alcântara (MA), Bacuri (MA), Bequimão (MA), Carutapera (MA), Cedral (MA), Cururupu (MA), Cândido Mendes (MA), Godofredo Viana (MA), Guimarães (MA), Luís Domingues (MA), Mirinzal (MA), Turiaçu (MA);Não;Não;2.630.809;1.089.448;0;0;0;0;0;1.541.361
0000.21.1886;PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS;Estadual;Parque;Category II;MA;1991;Decreto 11902 de 11/06/1991;-;Cururupu (MA);Não;Não;45.132;0;0;0;0;0;0;45.132
0000.21.1887;ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 11900 de 11/06/1991;-;Anajatuba (MA), Arari (MA), Bequimão (MA), Cajari (MA), Lago Verde (MA), Matinha (MA), Mirinzal (MA), Monção (MA), Olho D'Água das Cunhãs (MA), Palmeirândia (MA), Penalva (MA), Peri Mirim (MA), Pindaré Mirim (MA), Pinheiro (MA), Pio XII (MA), Santa Helena (MA), São Bento (MA), São João Batista (MA), São Mateus do Maranhão (MA), São Vicente Ferrer (MA), Viana (MA), Vitória do Mearim (MA);Não;Não;1.728.438;1.710.511;0;17.927;0;0;0;0
0000.21.1888;ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS;Estadual;Área de Proteção Ambiental;Category V;MA;1992;Decreto 12428 de 05/06/1992;-;Axixá (MA), Barreirinhas (MA), Humberto de Campos (MA), Icatu (MA), Morros (MA), Paço do Lumiar (MA), Presidente Juscelino (MA), Primeira Cruz (MA), Raposa (MA), Rosário (MA), Santa Quitéria do Maranhão (MA), Santa Rita (MA), São Benedito do Rio Preto (MA), São Bernardo (MA), São José de Ribamar (MA), São Luís (MA), Urbano Santos (MA);Não;Não;1.455.470;423.298;0;922.761;0;0;0;109.411
0000.21.1889;ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 11899 de 11/06/1991;-;Araioses (MA), Barreirinhas (MA), Tutóia (MA), Água Doce do Maranhão (MA);Não;Não;206.148;0;8.956;195.022;0;0;0;2.170
0000.21.1890;ÁREA DE PROTEçãO AMBIENTAL DO ITAPIRACó;Estadual;Área de Proteção Ambiental;Category V;MA;1997;Decreto 15618 de 23/06/1997;-;São José de Ribamar (MA), São Luís (MA);Sim;Não;355;355;0;0;0;0;0;0
0000.21.1891;ESTAçãO ECOLóGICA DO SíTIO RANGEDOR;Estadual;Estação Ecológica;Category Ia;MA;2005;Decreto 21797 de 15/12/2005;Revisão dos limites - Decreto 23303 de 07/08/2007;São Luís (MA);Não;Não;126;126;0;0;0;0;0;0
0000.21.1893;ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã;Estadual;Área de Proteção Ambiental;Category V;MA;1991;Decreto 12103 de 01/10/1991;-;São Luís (MA);Não;Não;2.190;2.190;0;0;0;0;0;0
0820.42.1906;PARQUE NATURAL MUNICIPAL DO ATALAIA;Municipal;Parque;Category II;SC;2007;Decreto 8107 de 25/01/2007;-;Itajaí (SC);Sim;Sim;20;0;0;0;20;0;0;0
0000.00.1909;PARQUE NACIONAL DA SERRA DAS LONTRAS;Federal;Parque;Category II;BA;2010;Decreto S/N de 11/06/2010;-;Arataca (BA), Una (BA);Não;Não;11.344;0;0;0;11.344;0;0;0
0000.00.1911;REFÚGIO DE VIDA SILVESTRE DE SANTA CRUZ;Federal;Refúgio de Vida Silvestre;Category III;ES;2010;Decreto S/N de 17/06/2010;-;Aracruz (ES), Fundão (ES), Serra (ES);Não;Sim;17.750;0;0;0;32;0;0;17.718
0000.00.1912;ÁREA DE PROTEÇÃO AMBIENTAL COSTA DAS ALGAS;Federal;Área de Proteção Ambiental;Category V;ES;2010;Decreto S/N de 17/06/2010;-;Aracruz (ES), Fundão (ES), Serra (ES);Não;Não;115.001;0;0;0;630;0;0;114.371
0000.26.1928;ÁREA DE PROTEÇÃO AMBIENTAL ALDEIA-BEBERIBE;Estadual;Área de Proteção Ambiental;Category V;PE;2010;Decreto 34692 de 17/03/2010;-;Abreu e Lima (PE), Araçoiaba (PE), Camaragibe (PE), Igarassu (PE), Paudalho (PE), Paulista (PE), Recife (PE), São Lourenço da Mata (PE);Sim;Sim;31.662;0;0;0;31.662;0;0;0
0000.26.1929;ÁREA DE PROTEÇÃO AMBIENTAL DE SANTA CRUZ;Estadual;Área de Proteção Ambiental;Category V;PE;2008;Decreto 32488 de 17/10/2008;-;Goiana (PE), Itamaracá (PE), Itapissuma (PE);Sim;Sim;38.750;0;0;0;25.454;0;0;13.295
0000.23.1931;PARQUE ESTADUAL BOTÂNICO DO CEARÁ;Estadual;Parque;Category II;CE;1996;Decreto 24216 de 09/09/1996;Recategorização - Decreto 30868 de 10/04/2012;Caucaia (CE);Não;Sim;199;0;199;0;0;0;0;0
0000.23.1932;ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ;Estadual;Área de Relevante Interesse Ecológico;Category IV;CE;2006;Decreto 28333 de 28/07/2006;-;Fortaleza (CE);Não;Sim;57;0;57;0;0;0;0;0
